pair_id,source,destination,step,cur_node,event,best_cost,ar,path
8,4,7,1,6,OK,369.17,261.92,4-5-6-7
8,4,7,2,7,OK,369.17,376.05,4-5-6-7
9,4,9,0,5,TRIGGER_KEPT,314.75,129.17,4-5-9
9,4,9,1,9,OK,314.75,377.86,4-5-9
10,5,9,0,9,OK,193.09,186.00,5-9
11,6,9,0,9,OK,152.50,168.02,6-9
12,7,0,0,3,OK,432.50,118.49,7-3-2-1-0
12,7,0,1,2,OK,432.50,218.49,7-3-2-1-0
12,7,0,2,1,REROUTE,486.27,365.69,1-0
12,7,0,3,0,OK,486.27,489.99,1-0
13,7,9,0,6,OK,267.50,117.91,7-6-9
13,7,9,1,9,OK,267.50,297.78,7-6-9
14,8,1,0,5,OK,212.50,111.94,8-5-1
14,8,1,1,1,OK,212.50,215.87,8-5-1
15,9,0,0,8,OK,350.59,101.78,9-8-4-0
15,9,0,1,4,OK,350.59,251.22,9-8-4-0
15,9,0,2,0,OK,350.59,358.53,9-8-4-0
16,9,3,0,6,OK,372.50,129.65,9-6-7-3
16,9,3,1,7,TRIGGER_KEPT,372.50,237.80,9-6-7-3
16,9,3,2,3,OK,372.50,355.63,9-6-7-3
0,0,9,0,4,TRIGGER_KEPT,472.25,163.39,0-4-8-9
0,0,9,1,8,TRIGGER_KEPT,472.25,337.48,0-4-8-9
0,0,9,2,9,OK,472.25,450.28,0-4-8-9
1,0,7,0,1,TRIGGER_KEPT,511.00,143.61,0-1-5-6-7
1,0,7,1,5,REROUTE,565.83,290.12,5-6-7
1,0,7,2,6,TRIGGER_KEPT,565.83,435.43,5-6-7
1,0,7,3,7,OK,565.83,579.51,5-6-7
2,0,3,0,1,TRIGGER_KEPT,376.00,147.56,0-1-2-3
2,0,3,1,2,TRIGGER_KEPT,376.00,275.67,0-1-2-3
2,0,3,2,3,OK,376.00,375.67,0-1-2-3
3,1,8,0,5,TRIGGER_KEPT,266.00,133.72,1-5-8
3,1,8,1,8,OK,266.00,285.10,1-5-8
4,1,9,0,5,REROUTE,368.77,132.82,5-9
4,1,9,1,9,OK,368.77,371.02,5-9
5,2,8,0,1,TRIGGER_KEPT,376.00,103.64,2-1-5-8
5,2,8,1,5,REROUTE,410.34,253.66,5-8
5,2,8,2,8,OK,410.34,419.58,5-8
6,2,9,0,6,OK,286.00,119.55,2-6-9
6,2,9,1,9,OK,286.00,312.22,2-6-9
7,3,9,0,2,OK,386.00,100.00,3-2-6-9
7,3,9,1,6,REROUTE,453.99,250.26,6-9
7,3,9,2,9,OK,453.99,472.94,6-9
8,4,7,0,5,TRIGGER_KEPT,389.67,133.03,4-5-6-7
8,4,7,1,6,OK,389.67,262.21,4-5-6-7
8,4,7,2,7,OK,389.67,417.79,4-5-6-7
9,4,9,0,8,TRIGGER_KEPT,319.75,189.21,4-8-9
9,4,9,1,9,OK,319.75,323.17,4-8-9
10,5,9,0,8,TRIGGER_KEPT,268.33,152.43,5-8-9
10,5,9,1,9,OK,268.33,276.52,5-8-9
11,6,9,0,9,OK,166.00,176.51,6-9
12,7,0,0,3,OK,432.50,115.89,7-3-2-1-0
12,7,0,1,2,OK,432.50,215.89,7-3-2-1-0
12,7,0,2,1,OK,432.50,329.54,7-3-2-1-0
12,7,0,3,0,OK,432.50,456.61,7-3-2-1-0
13,7,9,0,6,OK,281.00,119.70,7-6-9
13,7,9,1,9,OK,281.00,310.15,7-6-9
14,8,1,0,5,OK,212.50,109.74,8-5-1
14,8,1,1,1,OK,212.50,212.08,8-5-1
15,9,0,0,8,OK,354.59,107.41,9-8-4-0
15,9,0,1,4,TRIGGER_KEPT,354.59,258.51,9-8-4-0
15,9,0,2,0,OK,354.59,369.10,9-8-4-0
16,9,3,0,6,OK,337.50,126.86,9-6-2-3
16,9,3,1,2,OK,337.50,240.76,9-6-2-3
16,9,3,2,3,OK,337.50,340.76,9-6-2-3
0,0,9,0,1,TRIGGER_KEPT,420.59,125.14,0-1-5-9
0,0,9,1,5,TRIGGER_KEPT,420.59,246.98,0-1-5-9
0,0,9,2,9,OK,420.59,458.10,0-1-5-9
1,0,7,0,1,TRIGGER_KEPT,475.00,128.43,0-1-5-6-7
1,0,7,1,5,OK,475.00,253.28,0-1-5-6-7
1,0,7,2,6,OK,475.00,391.13,0-1-5-6-7
1,0,7,3,7,OK,475.00,506.41,0-1-5-6-7
2,0,3,0,1,TRIGGER_KEPT,370.00,126.47,0-1-2-3
2,0,3,1,2,TRIGGER_KEPT,370.00,289.20,0-1-2-3
2,0,3,2,3,OK,370.00,389.20,0-1-2-3
3,1,8,0,5,OK,252.50,116.36,1-5-8
3,1,8,1,8,OK,252.50,269.05,1-5-8
4,1,9,0,5,TRIGGER_KEPT,305.59,123.12,1-5-9
4,1,9,1,9,OK,305.59,321.27,1-5-9
5,2,8,0,6,REROUTE,391.71,134.42,6-9-8
5,2,8,1,9,TRIGGER_KEPT,391.71,287.43,6-9-8
5,2,8,2,8,OK,391.71,397.16,6-9-8
6,2,9,0,6,REROUTE,292.87,128.84,6-9
6,2,9,1,9,OK,292.87,308.75,6-9
7,3,9,0,7,TRIGGER_KEPT,415.00,152.44,3-7-6-9
7,3,9,1,6,REROUTE,470.99,279.78,6-9
7,3,9,2,9,OK,470.99,494.80,6-9
8,4,7,0,5,OK,369.17,125.27,4-5-6-7
8,4,7,1,6,OK,369.17,250.70,4-5-6-7
8,4,7,2,7,OK,369.17,357.95,4-5-6-7
9,4,9,0,5,REROUTE,345.24,134.34,5-9
9,4,9,1,9,OK,345.24,345.69,5-9
10,5,9,0,9,OK,193.09,212.96,5-9
11,6,9,0,9,OK,152.50,162.46,6-9
12,7,0,0,3,OK,432.50,119.77,7-3-2-1-0
12,7,0,1,2,OK,432.50,219.77,7-3-2-1-0
12,7,0,2,1,TRIGGER_KEPT,432.50,365.21,7-3-2-1-0
12,7,0,3,0,OK,432.50,482.56,7-3-2-1-0
13,7,9,0,6,OK,267.50,118.39,7-6-9
13,7,9,1,9,OK,267.50,255.76,7-6-9
14,8,1,0,5,OK,212.50,111.71,8-5-1
14,8,1,1,1,OK,212.50,215.52,8-5-1
15,9,0,0,8,OK,350.59,102.40,9-8-4-0
15,9,0,1,4,TRIGGER_KEPT,350.59,255.08,9-8-4-0
15,9,0,2,0,OK,350.59,367.76,9-8-4-0
16,9,3,0,6,OK,337.50,128.00,9-6-2-3
16,9,3,1,2,OK,337.50,244.89,9-6-2-3
16,9,3,2,3,OK,337.50,344.89,9-6-2-3
0,0,9,0,1,TRIGGER_KEPT,461.81,155.49,0-1-5-9
0,0,9,1,5,TRIGGER_KEPT,461.81,309.62,0-1-5-9
0,0,9,2,9,OK,461.81,565.68,0-1-5-9
1,0,7,0,1,TRIGGER_KEPT,511.00,149.64,0-1-5-6-7
1,0,7,1,5,TRIGGER_KEPT,511.00,287.10,0-1-5-6-7
1,0,7,2,6,OK,511.00,420.67,0-1-5-6-7
1,0,7,3,7,OK,511.00,527.56,0-1-5-6-7
2,0,3,0,1,REROUTE,427.89,151.69,1-2-3
2,0,3,1,2,TRIGGER_KEPT,427.89,324.27,1-2-3
2,0,3,2,3,OK,427.89,436.89,1-2-3
3,1,8,0,5,REROUTE,281.52,133.13,5-8
3,1,8,1,8,OK,281.52,286.57,5-8
4,1,9,0,5,TRIGGER_KEPT,334.81,143.95,1-5-9
4,1,9,1,9,OK,334.81,395.73,1-5-9
5,2,8,0,1,OK,376.00,108.94,2-1-5-8
5,2,8,1,5,OK,376.00,245.94,2-1-5-8
5,2,8,2,8,OK,376.00,416.39,2-1-5-8
6,2,9,0,1,TRIGGER_KEPT,444.81,123.63,2-1-5-9
6,2,9,1,5,TRIGGER_KEPT,444.81,265.70,2-1-5-9
6,2,9,2,9,OK,444.81,531.59,2-1-5-9
7,3,9,0,2,OK,390.50,100.00,3-2-6-9
7,3,9,1,6,REROUTE,469.87,241.31,6-9
7,3,9,2,9,OK,469.87,512.85,6-9
8,4,7,0,5,REROUTE,396.22,130.10,5-6-7
8,4,7,1,6,TRIGGER_KEPT,396.22,275.26,5-6-7
8,4,7,2,7,OK,396.22,408.42,5-6-7
9,4,9,0,8,REROUTE,324.79,194.82,8-9
9,4,9,1,9,OK,324.79,329.29,8-9
10,5,9,0,9,OK,208.81,233.03,5-9
11,6,9,0,9,OK,170.50,193.96,6-9
12,7,0,0,3,OK,432.50,117.48,7-3-2-1-0
12,7,0,1,2,OK,432.50,217.48,7-3-2-1-0
12,7,0,2,1,TRIGGER_KEPT,432.50,357.36,7-3-2-1-0
12,7,0,3,0,OK,432.50,475.96,7-3-2-1-0
13,7,9,0,6,OK,285.50,117.96,7-6-9
13,7,9,1,9,OK,285.50,352.24,7-6-9
14,8,1,0,5,OK,212.50,110.97,8-5-1
14,8,1,1,1,OK,212.50,210.97,8-5-1
15,9,0,0,5,TRIGGER_KEPT,360.59,171.98,9-5-4-0
15,9,0,1,4,OK,360.59,273.64,9-5-4-0
15,9,0,2,0,OK,360.59,385.27,9-5-4-0
16,9,3,0,6,OK,343.50,132.65,9-6-2-3
16,9,3,1,2,OK,343.50,250.41,9-6-2-3
16,9,3,2,3,OK,343.50,368.72,9-6-2-3
0,0,9,0,4,REROUTE,491.85,162.72,4-8-9
0,0,9,1,8,TRIGGER_KEPT,491.85,378.20,4-8-9
0,0,9,2,9,OK,491.85,504.52,4-8-9
1,0,7,0,1,TRIGGER_KEPT,509.50,148.38,0-1-5-6-7
1,0,7,1,5,TRIGGER_KEPT,509.50,316.80,0-1-5-6-7
1,0,7,2,6,OK,509.50,447.53,0-1-5-6-7
1,0,7,3,7,OK,509.50,566.16,0-1-5-6-7
2,0,3,0,1,TRIGGER_KEPT,382.00,132.97,0-1-2-3
2,0,3,1,2,TRIGGER_KEPT,382.00,340.17,0-1-2-3
2,0,3,2,3,OK,382.00,458.56,0-1-2-3
3,1,8,0,5,TRIGGER_KEPT,275.00,148.41,1-5-8
3,1,8,1,8,OK,275.00,324.95,1-5-8
4,1,9,0,5,TRIGGER_KEPT,339.31,148.96,1-5-9
4,1,9,1,9,OK,339.31,362.81,1-5-9
5,2,8,0,6,REROUTE,395.36,127.14,6-9-8
5,2,8,1,9,TRIGGER_KEPT,395.36,297.95,6-9-8
5,2,8,2,8,OK,395.36,397.95,6-9-8
6,2,9,0,6,OK,281.50,123.26,2-6-9
6,2,9,1,9,OK,281.50,314.30,2-6-9
7,3,9,0,2,OK,381.50,100.00,3-2-6-9
7,3,9,1,6,TRIGGER_KEPT,381.50,240.31,3-2-6-9
7,3,9,2,9,OK,381.50,435.64,3-2-6-9
8,4,7,0,5,REROUTE,391.70,134.76,5-6-7
8,4,7,1,6,OK,391.70,266.04,5-6-7
8,4,7,2,7,OK,391.70,390.01,5-6-7
9,4,9,0,8,TRIGGER_KEPT,319.75,200.13,4-8-9
9,4,9,1,9,OK,319.75,328.58,4-8-9
10,5,9,0,8,TRIGGER_KEPT,272.83,155.56,5-8-9
10,5,9,1,9,OK,272.83,281.01,5-8-9
11,6,9,0,9,OK,161.50,165.71,6-9
12,7,0,0,6,TRIGGER_KEPT,435.00,121.91,7-6-5-4-0
12,7,0,1,5,OK,435.00,246.06,7-6-5-4-0
12,7,0,2,4,OK,435.00,347.26,7-6-5-4-0
12,7,0,3,0,OK,435.00,465.76,7-6-5-4-0
13,7,9,0,6,TRIGGER_KEPT,276.50,120.20,7-6-9
13,7,9,1,9,OK,276.50,299.33,7-6-9
14,8,1,0,5,OK,212.50,111.21,8-5-1
14,8,1,1,1,OK,212.50,211.21,8-5-1
15,9,0,0,8,OK,350.59,101.90,9-8-4-0
15,9,0,1,4,OK,350.59,251.38,9-8-4-0
15,9,0,2,0,OK,350.59,351.38,9-8-4-0
16,9,3,0,6,OK,343.50,129.78,9-6-2-3
16,9,3,1,2,REROUTE,364.64,253.95,2-3
16,9,3,2,3,OK,364.64,366.45,2-3
0,0,9,0,4,REROUTE,487.93,160.20,4-5-9
0,0,9,1,5,TRIGGER_KEPT,487.93,305.44,4-5-9
0,0,9,2,9,OK,487.93,520.15,4-5-9
1,0,7,0,1,TRIGGER_KEPT,500.50,130.62,0-1-5-6-7
1,0,7,1,5,TRIGGER_KEPT,500.50,269.89,0-1-5-6-7
1,0,7,2,6,OK,500.50,404.31,0-1-5-6-7
1,0,7,3,7,OK,500.50,531.91,0-1-5-6-7
2,0,3,0,1,REROUTE,418.26,129.89,1-2-3
2,0,3,1,2,TRIGGER_KEPT,418.26,344.50,1-2-3
2,0,3,2,3,OK,418.26,455.50,1-2-3
3,1,8,0,5,TRIGGER_KEPT,266.00,130.68,1-5-8
3,1,8,1,8,OK,266.00,306.69,1-5-8
4,1,9,0,5,TRIGGER_KEPT,314.59,135.14,1-5-9
4,1,9,1,9,OK,314.59,358.73,1-5-9
5,2,8,0,1,OK,376.00,114.44,2-1-5-8
5,2,8,1,5,REROUTE,436.99,258.96,5-8
5,2,8,2,8,OK,436.99,453.53,5-8
6,2,9,0,6,TRIGGER_KEPT,295.00,133.15,2-6-9
6,2,9,1,9,OK,295.00,328.02,2-6-9
7,3,9,0,2,OK,395.00,100.00,3-2-6-9
7,3,9,1,6,OK,395.00,224.38,3-2-6-9
7,3,9,2,9,OK,395.00,421.80,3-2-6-9
8,4,7,0,5,REROUTE,399.16,140.82,5-6-7
8,4,7,1,6,OK,399.16,276.73,5-6-7
8,4,7,2,7,OK,399.16,392.50,5-6-7
9,4,9,0,5,REROUTE,342.57,135.48,5-9
9,4,9,1,9,OK,342.57,370.67,5-9
10,5,9,0,9,OK,193.09,199.82,5-9
11,6,9,0,9,OK,170.50,179.65,6-9
12,7,0,0,3,OK,432.50,118.96,7-3-2-1-0
12,7,0,1,2,OK,432.50,218.96,7-3-2-1-0
12,7,0,2,1,OK,432.50,322.05,7-3-2-1-0
12,7,0,3,0,OK,432.50,457.99,7-3-2-1-0
13,7,9,0,6,TRIGGER_KEPT,291.50,129.91,7-6-9
13,7,9,1,9,OK,291.50,339.72,7-6-9
14,8,1,0,4,OK,370.59,148.98,8-4-5-1
14,8,1,1,5,TRIGGER_KEPT,370.59,318.31,8-4-5-1
14,8,1,2,1,OK,370.59,426.41,8-4-5-1
15,9,0,0,8,OK,359.09,103.44,9-8-4-0
15,9,0,1,4,TRIGGER_KEPT,359.09,255.85,9-8-4-0
15,9,0,2,0,OK,359.09,381.34,9-8-4-0
16,9,3,0,6,OK,378.50,133.13,9-6-7-3
16,9,3,1,7,OK,378.50,256.93,9-6-7-3
16,9,3,2,3,OK,378.50,370.95,9-6-7-3
0,0,9,0,1,TRIGGER_KEPT,420.59,125.14,0-1-5-9
0,0,9,1,5,TRIGGER_KEPT,420.59,246.98,0-1-5-9
0,0,9,2,9,OK,420.59,458.10,0-1-5-9
1,0,7,0,1,TRIGGER_KEPT,475.00,128.43,0-1-5-6-7
1,0,7,1,5,OK,475.00,253.28,0-1-5-6-7
1,0,7,2,6,OK,475.00,391.13,0-1-5-6-7
1,0,7,3,7,OK,475.00,506.41,0-1-5-6-7
2,0,3,0,1,TRIGGER_KEPT,370.00,126.47,0-1-2-3
2,0,3,1,2,TRIGGER_KEPT,370.00,289.20,0-1-2-3
2,0,3,2,3,OK,370.00,389.20,0-1-2-3
3,1,8,0,5,OK,252.50,116.36,1-5-8
3,1,8,1,8,OK,252.50,269.05,1-5-8
4,1,9,0,5,TRIGGER_KEPT,305.59,123.12,1-5-9
4,1,9,1,9,OK,305.59,321.27,1-5-9
5,2,8,0,6,REROUTE,391.71,134.42,6-9-8
5,2,8,1,9,TRIGGER_KEPT,391.71,287.43,6-9-8
5,2,8,2,8,OK,391.71,397.16,6-9-8
6,2,9,0,6,REROUTE,292.87,128.84,6-9
6,2,9,1,9,OK,292.87,308.75,6-9
7,3,9,0,7,TRIGGER_KEPT,415.00,152.44,3-7-6-9
7,3,9,1,6,REROUTE,470.99,279.78,6-9
7,3,9,2,9,OK,470.99,494.80,6-9
8,4,7,0,5,OK,369.17,125.27,4-5-6-7
8,4,7,1,6,OK,369.17,250.70,4-5-6-7
8,4,7,2,7,OK,369.17,357.95,4-5-6-7
9,4,9,0,5,REROUTE,345.24,134.34,5-9
9,4,9,1,9,OK,345.24,345.69,5-9
10,5,9,0,9,OK,193.09,212.96,5-9
11,6,9,0,9,OK,152.50,162.46,6-9
12,7,0,0,3,OK,432.50,119.77,7-3-2-1-0
12,7,0,1,2,OK,432.50,219.77,7-3-2-1-0
12,7,0,2,1,TRIGGER_KEPT,432.50,365.21,7-3-2-1-0
12,7,0,3,0,OK,432.50,482.56,7-3-2-1-0
13,7,9,0,6,OK,267.50,118.39,7-6-9
13,7,9,1,9,OK,267.50,255.76,7-6-9
14,8,1,0,5,OK,212.50,111.71,8-5-1
14,8,1,1,1,OK,212.50,215.52,8-5-1
15,9,0,0,8,OK,350.59,102.40,9-8-4-0
15,9,0,1,4,TRIGGER_KEPT,350.59,255.08,9-8-4-0
15,9,0,2,0,OK,350.59,367.76,9-8-4-0
16,9,3,0,6,OK,337.50,128.00,9-6-2-3
16,9,3,1,2,OK,337.50,244.89,9-6-2-3
16,9,3,2,3,OK,337.50,344.89,9-6-2-3
0,0,9,0,1,TRIGGER_KEPT,461.81,155.49,0-1-5-9
0,0,9,1,5,TRIGGER_KEPT,461.81,309.62,0-1-5-9
0,0,9,2,9,OK,461.81,565.68,0-1-5-9
1,0,7,0,1,TRIGGER_KEPT,511.00,149.64,0-1-5-6-7
1,0,7,1,5,TRIGGER_KEPT,511.00,287.10,0-1-5-6-7
1,0,7,2,6,OK,511.00,420.67,0-1-5-6-7
1,0,7,3,7,OK,511.00,527.56,0-1-5-6-7
2,0,3,0,1,REROUTE,427.89,151.69,1-2-3
2,0,3,1,2,TRIGGER_KEPT,427.89,324.27,1-2-3
2,0,3,2,3,OK,427.89,436.89,1-2-3
3,1,8,0,5,REROUTE,281.52,133.13,5-8
3,1,8,1,8,OK,281.52,286.57,5-8
4,1,9,0,5,TRIGGER_KEPT,334.81,143.95,1-5-9
4,1,9,1,9,OK,334.81,395.73,1-5-9
5,2,8,0,1,OK,376.00,108.94,2-1-5-8
5,2,8,1,5,OK,376.00,245.94,2-1-5-8
5,2,8,2,8,OK,376.00,416.39,2-1-5-8
6,2,9,0,1,TRIGGER_KEPT,444.81,123.63,2-1-5-9
6,2,9,1,5,TRIGGER_KEPT,444.81,265.70,2-1-5-9
6,2,9,2,9,OK,444.81,531.59,2-1-5-9
7,3,9,0,2,OK,390.50,100.00,3-2-6-9
7,3,9,1,6,REROUTE,469.87,241.31,6-9
7,3,9,2,9,OK,469.87,512.85,6-9
8,4,7,0,5,REROUTE,396.22,130.10,5-6-7
8,4,7,1,6,TRIGGER_KEPT,396.22,275.26,5-6-7
8,4,7,2,7,OK,396.22,408.42,5-6-7
9,4,9,0,8,REROUTE,324.79,194.82,8-9
9,4,9,1,9,OK,324.79,329.29,8-9
10,5,9,0,9,OK,208.81,233.03,5-9
11,6,9,0,9,OK,170.50,193.96,6-9
12,7,0,0,3,OK,432.50,117.48,7-3-2-1-0
12,7,0,1,2,OK,432.50,217.48,7-3-2-1-0
12,7,0,2,1,TRIGGER_KEPT,432.50,357.36,7-3-2-1-0
12,7,0,3,0,OK,432.50,475.96,7-3-2-1-0
13,7,9,0,6,OK,285.50,117.96,7-6-9
13,7,9,1,9,OK,285.50,352.24,7-6-9
14,8,1,0,5,OK,212.50,110.97,8-5-1
14,8,1,1,1,OK,212.50,210.97,8-5-1
15,9,0,0,5,TRIGGER_KEPT,360.59,171.98,9-5-4-0
15,9,0,1,4,OK,360.59,273.64,9-5-4-0
15,9,0,2,0,OK,360.59,385.27,9-5-4-0
16,9,3,0,6,OK,343.50,132.65,9-6-2-3
16,9,3,1,2,OK,343.50,250.41,9-6-2-3
16,9,3,2,3,OK,343.50,368.72,9-6-2-3
0,0,9,0,4,REROUTE,491.85,162.72,4-8-9
0,0,9,1,8,TRIGGER_KEPT,491.85,378.20,4-8-9
0,0,9,2,9,OK,491.85,504.52,4-8-9
1,0,7,0,1,TRIGGER_KEPT,509.50,148.38,0-1-5-6-7
1,0,7,1,5,TRIGGER_KEPT,509.50,316.80,0-1-5-6-7
1,0,7,2,6,OK,509.50,447.53,0-1-5-6-7
1,0,7,3,7,OK,509.50,566.16,0-1-5-6-7
2,0,3,0,1,TRIGGER_KEPT,382.00,132.97,0-1-2-3
2,0,3,1,2,TRIGGER_KEPT,382.00,340.17,0-1-2-3
2,0,3,2,3,OK,382.00,458.56,0-1-2-3
3,1,8,0,5,TRIGGER_KEPT,275.00,148.41,1-5-8
3,1,8,1,8,OK,275.00,324.95,1-5-8
4,1,9,0,5,TRIGGER_KEPT,339.31,148.96,1-5-9
4,1,9,1,9,OK,339.31,362.81,1-5-9
5,2,8,0,6,REROUTE,395.36,127.14,6-9-8
5,2,8,1,9,TRIGGER_KEPT,395.36,297.95,6-9-8
5,2,8,2,8,OK,395.36,397.95,6-9-8
6,2,9,0,6,OK,281.50,123.26,2-6-9
6,2,9,1,9,OK,281.50,314.30,2-6-9
7,3,9,0,2,OK,381.50,100.00,3-2-6-9
7,3,9,1,6,TRIGGER_KEPT,381.50,240.31,3-2-6-9
7,3,9,2,9,OK,381.50,435.64,3-2-6-9
8,4,7,0,5,REROUTE,391.70,134.76,5-6-7
8,4,7,1,6,OK,391.70,266.04,5-6-7
8,4,7,2,7,OK,391.70,390.01,5-6-7
9,4,9,0,8,TRIGGER_KEPT,319.75,200.13,4-8-9
9,4,9,1,9,OK,319.75,328.58,4-8-9
10,5,9,0,8,TRIGGER_KEPT,272.83,155.56,5-8-9
10,5,9,1,9,OK,272.83,281.01,5-8-9
11,6,9,0,9,OK,161.50,165.71,6-9
12,7,0,0,6,TRIGGER_KEPT,435.00,121.91,7-6-5-4-0
12,7,0,1,5,OK,435.00,246.06,7-6-5-4-0
12,7,0,2,4,OK,435.00,347.26,7-6-5-4-0
12,7,0,3,0,OK,435.00,465.76,7-6-5-4-0
13,7,9,0,6,TRIGGER_KEPT,276.50,120.20,7-6-9
13,7,9,1,9,OK,276.50,299.33,7-6-9
14,8,1,0,5,OK,212.50,111.21,8-5-1
14,8,1,1,1,OK,212.50,211.21,8-5-1
15,9,0,0,8,OK,350.59,101.90,9-8-4-0
15,9,0,1,4,OK,350.59,251.38,9-8-4-0
15,9,0,2,0,OK,350.59,351.38,9-8-4-0
16,9,3,0,6,OK,343.50,129.78,9-6-2-3
16,9,3,1,2,REROUTE,364.64,253.95,2-3
16,9,3,2,3,OK,364.64,366.45,2-3
0,0,9,0,4,REROUTE,487.93,160.20,4-5-9
0,0,9,1,5,TRIGGER_KEPT,487.93,305.44,4-5-9
0,0,9,2,9,OK,487.93,520.15,4-5-9
1,0,7,0,1,TRIGGER_KEPT,500.50,130.62,0-1-5-6-7
1,0,7,1,5,TRIGGER_KEPT,500.50,269.89,0-1-5-6-7
1,0,7,2,6,OK,500.50,404.31,0-1-5-6-7
1,0,7,3,7,OK,500.50,531.91,0-1-5-6-7
2,0,3,0,1,REROUTE,418.26,129.89,1-2-3
2,0,3,1,2,TRIGGER_KEPT,418.26,344.50,1-2-3
2,0,3,2,3,OK,418.26,455.50,1-2-3
3,1,8,0,5,TRIGGER_KEPT,266.00,130.68,1-5-8
3,1,8,1,8,OK,266.00,306.69,1-5-8
4,1,9,0,5,TRIGGER_KEPT,314.59,135.14,1-5-9
4,1,9,1,9,OK,314.59,358.73,1-5-9
5,2,8,0,1,OK,376.00,114.44,2-1-5-8
5,2,8,1,5,REROUTE,436.99,258.96,5-8
5,2,8,2,8,OK,436.99,453.53,5-8
6,2,9,0,6,TRIGGER_KEPT,295.00,133.15,2-6-9
6,2,9,1,9,OK,295.00,328.02,2-6-9
7,3,9,0,2,OK,395.00,100.00,3-2-6-9
7,3,9,1,6,OK,395.00,224.38,3-2-6-9
7,3,9,2,9,OK,395.00,421.80,3-2-6-9
8,4,7,0,5,REROUTE,399.16,140.82,5-6-7
8,4,7,1,6,OK,399.16,276.73,5-6-7
8,4,7,2,7,OK,399.16,392.50,5-6-7
9,4,9,0,5,REROUTE,342.57,135.48,5-9
9,4,9,1,9,OK,342.57,370.67,5-9
10,5,9,0,9,OK,193.09,199.82,5-9
11,6,9,0,9,OK,170.50,179.65,6-9
12,7,0,0,3,OK,432.50,118.96,7-3-2-1-0
12,7,0,1,2,OK,432.50,218.96,7-3-2-1-0
12,7,0,2,1,OK,432.50,322.05,7-3-2-1-0
12,7,0,3,0,OK,432.50,457.99,7-3-2-1-0
13,7,9,0,6,TRIGGER_KEPT,291.50,129.91,7-6-9
13,7,9,1,9,OK,291.50,339.72,7-6-9
14,8,1,0,4,OK,370.59,148.98,8-4-5-1
14,8,1,1,5,TRIGGER_KEPT,370.59,318.31,8-4-5-1
14,8,1,2,1,OK,370.59,426.41,8-4-5-1
15,9,0,0,8,OK,359.09,103.44,9-8-4-0
15,9,0,1,4,TRIGGER_KEPT,359.09,255.85,9-8-4-0
15,9,0,2,0,OK,359.09,381.34,9-8-4-0
16,9,3,0,6,OK,378.50,133.13,9-6-7-3
16,9,3,1,7,OK,378.50,256.93,9-6-7-3
16,9,3,2,3,OK,378.50,370.95,9-6-7-3
