type,id,from,to
vehicle,1681,64,24
vehicle,1682,45,5
vehicle,1683,14,42
vehicle,1684,96,31
vehicle,1685,53,77
vehicle,1686,25,36
vehicle,1687,51,95
vehicle,1688,68,97
vehicle,1689,8,63
vehicle,1690,28,93
vehicle,1691,81,77
vehicle,1692,46,55
vehicle,1693,55,19
vehicle,1694,44,46
vehicle,1695,5,57
vehicle,1696,17,87
vehicle,1697,45,49
vehicle,1698,21,90
vehicle,1699,5,68
vehicle,1700,85,14
vehicle,1701,99,100
vehicle,1702,80,53
vehicle,1703,86,40
vehicle,1704,25,66
vehicle,1705,97,11
vehicle,1706,20,64
vehicle,1707,96,50
vehicle,1708,100,41
vehicle,1709,72,96
vehicle,1710,99,53
vehicle,1711,57,22
vehicle,1712,26,46
vehicle,1713,44,92
vehicle,1714,60,18
vehicle,1715,8,22
vehicle,1716,63,2
vehicle,1717,99,2
vehicle,1718,20,83
vehicle,1719,80,74
vehicle,1720,91,36
vehicle,1721,95,70
vehicle,1722,97,40
vehicle,1723,53,96
vehicle,1724,98,97
vehicle,1725,76,40
vehicle,1726,17,86
vehicle,1727,48,78
vehicle,1728,72,31
vehicle,1729,25,24
vehicle,1730,65,46
vehicle,1731,67,79
vehicle,1732,17,97
vehicle,1733,57,77
vehicle,1734,78,86
vehicle,1735,50,61
vehicle,1736,2,84
vehicle,1737,1,79
vehicle,1738,36,38
vehicle,1739,93,56
vehicle,1740,23,81
vehicle,1741,64,5
vehicle,1742,23,81
vehicle,1743,33,18
vehicle,1744,85,52
vehicle,1745,73,81
vehicle,1746,10,26
vehicle,1747,43,25
vehicle,1748,3,41
vehicle,1749,49,90
vehicle,1750,67,1
vehicle,1751,12,91
vehicle,1752,29,16
vehicle,1753,40,100
vehicle,1754,92,96
vehicle,1755,100,50
vehicle,1756,5,52
vehicle,1757,77,49
vehicle,1758,38,64
vehicle,1759,40,10
vehicle,1760,76,4
vehicle,1761,92,6
vehicle,1762,96,45
vehicle,1763,58,28
vehicle,1764,36,63
vehicle,1765,79,100
vehicle,1766,26,39
vehicle,1767,57,58
vehicle,1768,36,42
vehicle,1769,66,85
vehicle,1770,25,91
vehicle,1771,20,88
vehicle,1772,92,98
vehicle,1773,11,3
vehicle,1774,51,84
vehicle,1775,23,76
vehicle,1776,4,23
vehicle,1777,4,96
vehicle,1778,18,15
vehicle,1779,87,68
vehicle,1780,29,23
vehicle,1781,96,44
vehicle,1782,59,72
vehicle,1783,44,57
vehicle,1784,59,43
vehicle,1785,52,33
vehicle,1786,76,84
vehicle,1787,29,15
vehicle,1788,36,44
vehicle,1789,90,91
vehicle,1790,95,85
vehicle,1791,90,41
vehicle,1792,42,77
vehicle,1793,79,83
vehicle,1794,48,89
vehicle,1795,50,55
vehicle,1796,60,26
vehicle,1797,19,30
vehicle,1798,34,60
vehicle,1799,86,4
vehicle,1800,21,64
vehicle,1801,8,37
vehicle,1802,7,30
vehicle,1803,95,88
vehicle,1804,51,47
vehicle,1805,41,10
vehicle,1806,82,83
vehicle,1807,84,5
vehicle,1808,34,73
vehicle,1809,70,78
vehicle,1810,78,36
vehicle,1811,66,83
vehicle,1812,16,52
vehicle,1813,88,47
vehicle,1814,54,5
vehicle,1815,29,30
vehicle,1816,43,94
vehicle,1817,4,40
vehicle,1818,13,55
vehicle,1819,77,54
vehicle,1820,1,60
vehicle,1821,42,7
vehicle,1822,53,37
vehicle,1823,6,73
vehicle,1824,98,21
vehicle,1825,23,21
vehicle,1826,31,2
vehicle,1827,31,44
vehicle,1828,24,89
vehicle,1829,1,6
vehicle,1830,73,20
vehicle,1831,97,32
vehicle,1832,23,74
vehicle,1833,67,65
vehicle,1834,75,42
vehicle,1835,85,76
vehicle,1836,43,61
vehicle,1837,31,90
vehicle,1838,33,82
vehicle,1839,72,26
vehicle,1840,82,28
vehicle,1841,19,13
vehicle,1842,38,34
vehicle,1843,91,100
vehicle,1844,81,41
vehicle,1845,99,23
vehicle,1846,76,77
vehicle,1847,40,55
vehicle,1848,60,15
vehicle,1849,67,39
vehicle,1850,8,42
vehicle,1851,55,76
vehicle,1852,71,3
vehicle,1853,17,27
vehicle,1854,79,52
vehicle,1855,59,27
vehicle,1856,96,63
vehicle,1857,5,49
vehicle,1858,27,37
vehicle,1859,61,95
vehicle,1860,30,64
vehicle,1861,72,13
vehicle,1862,76,57
vehicle,1863,11,79
vehicle,1864,52,71
vehicle,1865,51,18
vehicle,1866,37,98
vehicle,1867,94,45
vehicle,1868,83,16
vehicle,1869,70,19
vehicle,1870,72,10
vehicle,1871,47,81
vehicle,1872,93,13
vehicle,1873,70,13
vehicle,1874,73,86
vehicle,1875,87,35
vehicle,1876,28,4
vehicle,1877,81,6
vehicle,1878,20,15
vehicle,1879,35,22
vehicle,1880,34,67
vehicle,1881,98,16
vehicle,1882,86,12
vehicle,1883,71,77
vehicle,1884,73,68
vehicle,1885,57,44
vehicle,1886,95,55
vehicle,1887,50,32
vehicle,1888,39,49
vehicle,1889,17,51
vehicle,1890,79,39
vehicle,1891,74,91
vehicle,1892,39,2
vehicle,1893,3,79
vehicle,1894,84,13
vehicle,1895,2,80
vehicle,1896,71,62
vehicle,1897,98,85
vehicle,1898,44,10
vehicle,1899,24,56
vehicle,1900,71,51
vehicle,1901,82,71
vehicle,1902,55,54
vehicle,1903,97,55
vehicle,1904,6,43
vehicle,1905,51,31
vehicle,1906,72,49
vehicle,1907,87,12
vehicle,1908,18,97
vehicle,1909,81,72
vehicle,1910,56,96
vehicle,1911,40,23
vehicle,1912,14,88
vehicle,1913,87,81
vehicle,1914,16,68
vehicle,1915,31,63
vehicle,1916,30,32
vehicle,1917,88,82
vehicle,1918,68,51
vehicle,1919,80,8
vehicle,1920,26,32
vehicle,1921,63,94
vehicle,1922,58,86
vehicle,1923,84,99
vehicle,1924,91,63
vehicle,1925,2,25
vehicle,1926,68,17
vehicle,1927,6,19
vehicle,1928,55,2
vehicle,1929,29,40
vehicle,1930,31,20
vehicle,1931,36,42
vehicle,1932,63,94
vehicle,1933,34,44
vehicle,1934,74,88
vehicle,1935,41,61
vehicle,1936,7,25
vehicle,1937,79,36
vehicle,1938,29,9
vehicle,1939,44,34
vehicle,1940,69,68
vehicle,1941,34,8
vehicle,1942,6,21
vehicle,1943,38,39
vehicle,1944,95,99
vehicle,1945,65,79
vehicle,1946,68,74
vehicle,1947,64,12
vehicle,1948,20,79
vehicle,1949,42,79
vehicle,1950,76,61
vehicle,1951,11,100
vehicle,1952,28,33
vehicle,1953,28,95
vehicle,1954,44,92
vehicle,1955,99,2
vehicle,1956,7,46
vehicle,1957,52,98
vehicle,1958,18,11
vehicle,1959,98,55
vehicle,1960,12,98
vehicle,1961,41,56
vehicle,1962,74,19
vehicle,1963,71,59
vehicle,1964,43,21
vehicle,1965,35,52
vehicle,1966,40,8
vehicle,1967,27,61
vehicle,1968,21,52
vehicle,1969,49,75
vehicle,1970,27,64
vehicle,1971,29,55
vehicle,1972,66,69
vehicle,1973,97,15
vehicle,1974,61,60
vehicle,1975,8,18
vehicle,1976,8,93
vehicle,1977,96,7
vehicle,1978,30,44
vehicle,1979,10,70
vehicle,1980,60,46
vehicle,1981,63,10
vehicle,1982,65,56
vehicle,1983,27,65
vehicle,1984,2,71
vehicle,1985,97,38
vehicle,1986,26,57
vehicle,1987,68,46
vehicle,1988,71,68
vehicle,1989,62,59
vehicle,1990,32,53
vehicle,1991,28,25
vehicle,1992,60,1
vehicle,1993,87,18
vehicle,1994,95,12
vehicle,1995,11,45
vehicle,1996,16,62
vehicle,1997,95,22
vehicle,1998,74,94
vehicle,1999,89,1
vehicle,2000,21,78
vehicle,2001,59,63
vehicle,2002,71,38
vehicle,2003,69,6
vehicle,2004,41,63
vehicle,2005,2,39
vehicle,2006,59,94
vehicle,2007,26,55
vehicle,2008,46,94
vehicle,2009,96,23
vehicle,2010,40,73
vehicle,2011,84,62
vehicle,2012,19,74
vehicle,2013,68,22
vehicle,2014,98,67
vehicle,2015,11,50
vehicle,2016,1,75
vehicle,2017,44,33
vehicle,2018,10,90
vehicle,2019,75,9
vehicle,2020,92,81
vehicle,2021,44,87
vehicle,2022,26,82
vehicle,2023,44,52
vehicle,2024,73,44
vehicle,2025,1,100
vehicle,2026,59,23
vehicle,2027,62,55
vehicle,2028,64,68
vehicle,2029,25,71
vehicle,2030,72,21
vehicle,2031,10,66
vehicle,2032,20,82
vehicle,2033,88,6
vehicle,2034,74,92
vehicle,2035,2,3
vehicle,2036,25,36
vehicle,2037,22,2
vehicle,2038,28,8
vehicle,2039,25,92
vehicle,2040,7,36
vehicle,2041,46,43
vehicle,2042,74,22
vehicle,2043,61,60
vehicle,2044,68,60
vehicle,2045,9,38
vehicle,2046,96,34
vehicle,2047,84,89
vehicle,2048,81,39
vehicle,2049,83,50
vehicle,2050,94,29
vehicle,2051,55,79
vehicle,2052,21,40
vehicle,2053,62,52
vehicle,2054,75,26
vehicle,2055,74,99
vehicle,2056,53,30
vehicle,2057,7,78
vehicle,2058,38,43
vehicle,2059,93,21
vehicle,2060,59,80
vehicle,2061,54,34
vehicle,2062,27,87
vehicle,2063,37,92
vehicle,2064,90,86
vehicle,2065,67,4
vehicle,2066,46,42
vehicle,2067,64,88
vehicle,2068,25,64
vehicle,2069,71,84
vehicle,2070,43,50
vehicle,2071,45,54
vehicle,2072,65,15
vehicle,2073,94,79
vehicle,2074,7,42
vehicle,2075,83,51
vehicle,2076,30,79
vehicle,2077,45,60
vehicle,2078,3,21
vehicle,2079,31,60
vehicle,2080,51,41
vehicle,2081,6,47
vehicle,2082,50,3
vehicle,2083,93,22
vehicle,2084,11,29
vehicle,2085,77,72
vehicle,2086,41,2
vehicle,2087,66,41
vehicle,2088,27,93
vehicle,2089,16,12
vehicle,2090,17,52
vehicle,2091,8,79
vehicle,2092,19,95
vehicle,2093,67,75
vehicle,2094,89,73
vehicle,2095,82,83
vehicle,2096,69,45
vehicle,2097,12,81
vehicle,2098,29,1
vehicle,2099,31,93
vehicle,2100,25,45
vehicle,2101,52,56
vehicle,2102,54,26
vehicle,2103,36,75
vehicle,2104,36,8
vehicle,2105,83,88
vehicle,2106,79,83
vehicle,2107,31,22
vehicle,2108,92,81
vehicle,2109,96,79
vehicle,2110,33,64
vehicle,2111,36,38
vehicle,2112,51,28
vehicle,2113,95,24
vehicle,2114,88,32
vehicle,2115,11,91
vehicle,2116,40,8
vehicle,2117,56,83
vehicle,2118,51,35
vehicle,2119,20,53
vehicle,2120,86,80
vehicle,2121,68,89
vehicle,2122,84,35
vehicle,2123,86,47
vehicle,2124,75,42
vehicle,2125,44,2
vehicle,2126,62,30
vehicle,2127,17,46
vehicle,2128,68,42
vehicle,2129,18,73
vehicle,2130,70,39
vehicle,2131,23,49
vehicle,2132,12,43
vehicle,2133,17,75
vehicle,2134,1,87
vehicle,2135,72,54
vehicle,2136,74,79
vehicle,2137,52,30
vehicle,2138,17,55
vehicle,2139,9,35
vehicle,2140,2,42
vehicle,2141,17,74
vehicle,2142,90,89
vehicle,2143,25,13
vehicle,2144,36,64
vehicle,2145,11,59
vehicle,2146,23,12
vehicle,2147,52,22
vehicle,2148,61,32
vehicle,2149,25,17
vehicle,2150,6,25
vehicle,2151,40,27
vehicle,2152,24,34
vehicle,2153,22,75
vehicle,2154,96,58
vehicle,2155,62,99
vehicle,2156,56,42
vehicle,2157,42,76
vehicle,2158,43,88
vehicle,2159,55,68
vehicle,2160,70,42
vehicle,2161,71,76
vehicle,2162,18,21
vehicle,2163,51,33
vehicle,2164,42,55
vehicle,2165,88,58
vehicle,2166,64,3
vehicle,2167,54,95
vehicle,2168,12,70
vehicle,2169,61,50
vehicle,2170,12,94
vehicle,2171,34,44
vehicle,2172,15,99
vehicle,2173,70,52
vehicle,2174,21,12
vehicle,2175,40,77
vehicle,2176,90,68
vehicle,2177,21,78
vehicle,2178,51,96
vehicle,2179,42,78
vehicle,2180,2,62
vehicle,2181,80,86
vehicle,2182,7,68
vehicle,2183,48,41
vehicle,2184,57,89
vehicle,2185,63,23
vehicle,2186,69,72
vehicle,2187,26,89
vehicle,2188,1,74
vehicle,2189,73,70
vehicle,2190,54,76
vehicle,2191,84,47
vehicle,2192,83,88
vehicle,2193,85,21
vehicle,2194,49,13
vehicle,2195,34,29
vehicle,2196,80,54
vehicle,2197,46,52
vehicle,2198,19,83
vehicle,2199,86,41
vehicle,2200,89,49
vehicle,2201,47,2
vehicle,2202,8,41
vehicle,2203,39,65
vehicle,2204,81,2
vehicle,2205,91,29
vehicle,2206,7,5
vehicle,2207,88,48
vehicle,2208,39,19
vehicle,2209,55,75
vehicle,2210,97,85
vehicle,2211,7,55
vehicle,2212,65,99
vehicle,2213,8,46
vehicle,2214,38,52
vehicle,2215,81,99
vehicle,2216,44,24
vehicle,2217,100,95
vehicle,2218,56,5
vehicle,2219,33,45
vehicle,2220,23,8
vehicle,2221,36,73
vehicle,2222,38,61
vehicle,2223,7,71
vehicle,2224,37,38
vehicle,2225,47,37
vehicle,2226,73,5
vehicle,2227,66,35
vehicle,2228,71,93
vehicle,2229,1,38
vehicle,2230,22,84
vehicle,2231,67,85
vehicle,2232,49,38
vehicle,2233,1,64
vehicle,2234,81,10
vehicle,2235,78,11
vehicle,2236,55,5
vehicle,2237,7,59
vehicle,2238,77,43
vehicle,2239,59,55
vehicle,2240,79,53
vehicle,2241,76,36
vehicle,2242,81,68
vehicle,2243,52,76
vehicle,2244,15,2
vehicle,2245,68,21
vehicle,2246,63,72
vehicle,2247,75,39
vehicle,2248,17,67
vehicle,2249,20,35
vehicle,2250,90,40
vehicle,2251,75,16
vehicle,2252,91,26
vehicle,2253,76,61
vehicle,2254,60,44
vehicle,2255,66,78
vehicle,2256,89,86
vehicle,2257,58,55
vehicle,2258,64,76
vehicle,2259,16,31
vehicle,2260,48,42
vehicle,2261,28,39
vehicle,2262,21,59
vehicle,2263,32,19
vehicle,2264,25,60
vehicle,2265,22,87
vehicle,2266,43,87
vehicle,2267,91,73
vehicle,2268,51,75
vehicle,2269,19,56
vehicle,2270,8,59
vehicle,2271,70,14
vehicle,2272,39,45
vehicle,2273,83,46
vehicle,2274,66,96
vehicle,2275,80,44
vehicle,2276,28,55
vehicle,2277,70,54
vehicle,2278,27,64
vehicle,2279,94,75
vehicle,2280,64,23
vehicle,2281,33,53
vehicle,2282,27,83
vehicle,2283,20,47
vehicle,2284,70,28
vehicle,2285,22,66
vehicle,2286,60,83
vehicle,2287,27,7
vehicle,2288,67,78
vehicle,2289,82,83
vehicle,2290,78,47
vehicle,2291,77,99
vehicle,2292,19,79
vehicle,2293,9,78
vehicle,2294,70,75
vehicle,2295,37,16
vehicle,2296,44,22
vehicle,2297,4,47
vehicle,2298,26,27
vehicle,2299,4,42
vehicle,2300,88,89
vehicle,2301,25,83
vehicle,2302,56,64
vehicle,2303,4,86
vehicle,2304,67,79
vehicle,2305,33,43
vehicle,2306,90,21
vehicle,2307,89,52
vehicle,2308,33,74
vehicle,2309,91,44
vehicle,2310,100,67
vehicle,2311,83,10
vehicle,2312,85,75
vehicle,2313,25,82
vehicle,2314,58,71
vehicle,2315,7,97
vehicle,2316,10,83
vehicle,2317,100,91
vehicle,2318,33,94
vehicle,2319,75,81
vehicle,2320,81,68
vehicle,2321,86,1
vehicle,2322,100,47
vehicle,2323,25,58
vehicle,2324,5,31
vehicle,2325,42,32
vehicle,2326,14,97
vehicle,2327,3,90
vehicle,2328,37,85
vehicle,2329,79,41
vehicle,2330,57,2
vehicle,2331,32,9
vehicle,2332,66,32
vehicle,2333,24,2
vehicle,2334,77,92
vehicle,2335,63,71
vehicle,2336,77,31
vehicle,2337,4,14
vehicle,2338,84,52
vehicle,2339,62,1
vehicle,2340,57,94
vehicle,2341,63,42
vehicle,2342,87,41
vehicle,2343,59,40
vehicle,2344,59,7
vehicle,2345,100,64
vehicle,2346,76,74
vehicle,2347,45,68
vehicle,2348,71,14
vehicle,2349,39,58
vehicle,2350,23,57
vehicle,2351,60,87
vehicle,2352,93,38
vehicle,2353,93,38
vehicle,2354,35,62
vehicle,2355,53,64
vehicle,2356,22,47
vehicle,2357,100,45
vehicle,2358,99,50
vehicle,2359,65,87
vehicle,2360,81,47
vehicle,2361,72,94
vehicle,2362,60,51
vehicle,2363,6,95
vehicle,2364,46,84
vehicle,2365,68,37
vehicle,2366,68,87
vehicle,2367,38,12
vehicle,2368,95,93
vehicle,2369,17,64
vehicle,2370,51,6
vehicle,2371,70,65
vehicle,2372,70,98
vehicle,2373,65,7
vehicle,2374,28,56
vehicle,2375,16,75
vehicle,2376,64,82
vehicle,2377,60,42
vehicle,2378,18,21
vehicle,2379,71,5
vehicle,2380,46,58
vehicle,2381,67,46
vehicle,2382,84,95
vehicle,2383,17,7
vehicle,2384,2,69
vehicle,2385,78,3
vehicle,2386,61,18
vehicle,2387,70,46
vehicle,2388,84,46
vehicle,2389,81,69
vehicle,2390,97,92
vehicle,2391,54,64
vehicle,2392,49,96
vehicle,2393,41,89
vehicle,2394,16,59
vehicle,2395,58,84
vehicle,2396,28,65
vehicle,2397,93,8
vehicle,2398,59,75
vehicle,2399,60,10
vehicle,2400,36,60
vehicle,2401,6,71
vehicle,2402,4,7
vehicle,2403,43,24
vehicle,2404,9,92
vehicle,2405,61,62
vehicle,2406,89,25
vehicle,2407,89,70
vehicle,2408,66,60
vehicle,2409,22,51
vehicle,2410,87,98
vehicle,2411,89,69
vehicle,2412,20,38
vehicle,2413,74,81
vehicle,2414,29,89
vehicle,2415,81,13
vehicle,2416,100,21
vehicle,2417,4,22
vehicle,2418,90,70
vehicle,2419,63,61
vehicle,2420,98,62
vehicle,2421,47,95
vehicle,2422,85,78
vehicle,2423,7,13
vehicle,2424,34,35
vehicle,2425,7,44
vehicle,2426,98,40
vehicle,2427,82,67
vehicle,2428,86,90
vehicle,2429,94,31
vehicle,2430,9,56
vehicle,2431,39,79
vehicle,2432,8,42
vehicle,2433,22,17
vehicle,2434,23,48
vehicle,2435,47,6
vehicle,2436,27,95
vehicle,2437,11,8
vehicle,2438,17,44
vehicle,2439,15,53
vehicle,2440,98,99
vehicle,2441,76,17
vehicle,2442,97,12
vehicle,2443,44,1
vehicle,2444,28,16
vehicle,2445,80,21
vehicle,2446,33,64
vehicle,2447,30,22
vehicle,2448,24,3
vehicle,2449,13,83
vehicle,2450,26,37
vehicle,2451,68,31
vehicle,2452,7,98
vehicle,2453,22,18
vehicle,2454,81,90
vehicle,2455,15,78
vehicle,2456,35,8
vehicle,2457,87,99
vehicle,2458,16,28
vehicle,2459,9,10
vehicle,2460,49,83
vehicle,2461,31,71
vehicle,2462,57,62
vehicle,2463,81,16
vehicle,2464,14,48
vehicle,2465,59,79
vehicle,2466,51,31
vehicle,2467,15,32
vehicle,2468,63,1
vehicle,2469,28,18
vehicle,2470,49,88
vehicle,2471,9,45
vehicle,2472,46,99
vehicle,2473,31,40
vehicle,2474,83,72
vehicle,2475,6,29
vehicle,2476,42,37
vehicle,2477,46,20
vehicle,2478,73,35
vehicle,2479,58,55
vehicle,2480,67,100
vehicle,2481,78,67
vehicle,2482,87,20
vehicle,2483,32,5
vehicle,2484,54,13
vehicle,2485,85,57
vehicle,2486,99,77
vehicle,2487,89,95
vehicle,2488,38,2
vehicle,2489,20,53
vehicle,2490,49,48
vehicle,2491,75,66
vehicle,2492,50,56
vehicle,2493,49,69
vehicle,2494,84,66
vehicle,2495,37,12
vehicle,2496,86,80
vehicle,2497,41,13
vehicle,2498,33,70
vehicle,2499,46,42
vehicle,2500,77,52
vehicle,2501,13,91
vehicle,2502,20,89
vehicle,2503,96,82
vehicle,2504,18,52
vehicle,2505,57,74
vehicle,2506,58,52
vehicle,2507,49,87
vehicle,2508,65,41
vehicle,2509,23,98
vehicle,2510,56,94
vehicle,2511,38,75
vehicle,2512,67,28
vehicle,2513,15,14
vehicle,2514,58,86
vehicle,2515,19,17
vehicle,2516,28,86
vehicle,2517,22,50
vehicle,2518,19,41
vehicle,2519,83,91
vehicle,2520,29,61
vehicle,2521,93,58
vehicle,2522,97,56
vehicle,2523,58,38
vehicle,2524,15,79
vehicle,2525,38,26
vehicle,2526,80,94
vehicle,2527,37,90
vehicle,2528,9,34
vehicle,2529,56,73
vehicle,2530,85,58
vehicle,2531,80,34
vehicle,2532,18,99
vehicle,2533,68,3
vehicle,2534,23,26
vehicle,2535,22,53
vehicle,2536,88,53
vehicle,2537,25,59
vehicle,2538,27,76
vehicle,2539,1,63
vehicle,2540,88,61
vehicle,2541,80,6
vehicle,2542,63,38
vehicle,2543,76,24
vehicle,2544,16,27
vehicle,2545,46,56
vehicle,2546,36,20
vehicle,2547,10,30
vehicle,2548,49,24
vehicle,2549,93,95
vehicle,2550,5,95
vehicle,2551,30,61
vehicle,2552,21,93
vehicle,2553,24,79
vehicle,2554,91,59
vehicle,2555,47,1
vehicle,2556,47,78
vehicle,2557,77,71
vehicle,2558,16,62
vehicle,2559,49,77
vehicle,2560,43,52
vehicle,2561,60,71
vehicle,2562,100,94
vehicle,2563,77,38
vehicle,2564,40,71
vehicle,2565,83,48
vehicle,2566,18,68
vehicle,2567,4,77
vehicle,2568,21,5
vehicle,2569,35,65
vehicle,2570,52,23
vehicle,2571,62,68
vehicle,2572,92,47
vehicle,2573,51,78
vehicle,2574,51,13
vehicle,2575,6,63
vehicle,2576,4,28
vehicle,2577,56,86
vehicle,2578,44,93
vehicle,2579,84,100
vehicle,2580,17,80
vehicle,2581,3,76
vehicle,2582,45,22
vehicle,2583,24,34
vehicle,2584,5,47
vehicle,2585,73,78
vehicle,2586,12,92
vehicle,2587,61,19
vehicle,2588,29,93
vehicle,2589,18,70
vehicle,2590,38,62
vehicle,2591,81,20
vehicle,2592,40,6
vehicle,2593,76,57
vehicle,2594,13,66
vehicle,2595,78,22
vehicle,2596,24,56
vehicle,2597,68,86
vehicle,2598,57,84
vehicle,2599,39,37
vehicle,2600,7,32
vehicle,2601,2,75
vehicle,2602,83,44
vehicle,2603,53,9
vehicle,2604,78,29
vehicle,2605,24,42
vehicle,2606,35,30
vehicle,2607,4,34
vehicle,2608,97,30
vehicle,2609,67,5
vehicle,2610,94,64
vehicle,2611,27,60
vehicle,2612,62,66
vehicle,2613,68,20
vehicle,2614,32,30
vehicle,2615,85,62
vehicle,2616,95,60
vehicle,2617,89,51
vehicle,2618,74,36
vehicle,2619,28,92
vehicle,2620,29,34
vehicle,2621,97,46
vehicle,2622,2,68
vehicle,2623,72,55
vehicle,2624,71,35
vehicle,2625,63,44
vehicle,2626,100,80
vehicle,2627,32,28
vehicle,2628,34,15
vehicle,2629,8,32
vehicle,2630,45,85
vehicle,2631,27,9
vehicle,2632,35,100
vehicle,2633,84,55
vehicle,2634,94,99
vehicle,2635,19,94
vehicle,2636,38,46
vehicle,2637,93,20
vehicle,2638,7,17
vehicle,2639,10,24
vehicle,2640,17,72
vehicle,2641,60,28
vehicle,2642,16,35
vehicle,2643,97,45
vehicle,2644,45,92
vehicle,2645,51,19
vehicle,2646,25,1
vehicle,2647,48,7
vehicle,2648,67,91
vehicle,2649,76,65
vehicle,2650,76,28
vehicle,2651,58,18
vehicle,2652,91,30
vehicle,2653,82,12
vehicle,2654,76,95
vehicle,2655,6,79
vehicle,2656,1,47
vehicle,2657,22,87
vehicle,2658,67,25
vehicle,2659,42,72
vehicle,2660,41,86
vehicle,2661,89,36
vehicle,2662,90,76
vehicle,2663,91,30
vehicle,2664,32,30
vehicle,2665,70,11
vehicle,2666,28,45
vehicle,2667,20,73
vehicle,2668,19,95
vehicle,2669,35,61
vehicle,2670,43,87
vehicle,2671,84,83
vehicle,2672,12,18
vehicle,2673,74,49
vehicle,2674,54,12
vehicle,2675,29,69
vehicle,2676,50,95
vehicle,2677,30,14
vehicle,2678,60,74
vehicle,2679,44,64
vehicle,2680,17,59
vehicle,2681,12,40
vehicle,2682,55,36
vehicle,2683,91,5
vehicle,2684,35,22
vehicle,2685,74,2
vehicle,2686,66,59
vehicle,2687,94,11
vehicle,2688,83,88
vehicle,2689,57,53
vehicle,2690,66,70
vehicle,2691,90,42
vehicle,2692,40,57
vehicle,2693,33,95
vehicle,2694,2,9
vehicle,2695,83,26
vehicle,2696,81,78
vehicle,2697,11,10
vehicle,2698,58,8
vehicle,2699,47,37
vehicle,2700,12,10
vehicle,2701,99,59
vehicle,2702,22,23
vehicle,2703,7,90
vehicle,2704,60,79
vehicle,2705,74,70
vehicle,2706,4,62
vehicle,2707,66,87
vehicle,2708,54,23
vehicle,2709,11,88
vehicle,2710,18,79
vehicle,2711,57,75
vehicle,2712,30,57
vehicle,2713,94,25
vehicle,2714,82,43
vehicle,2715,99,80
vehicle,2716,26,4
vehicle,2717,97,79
vehicle,2718,44,25
vehicle,2719,35,15
vehicle,2720,6,12
vehicle,2721,6,3
vehicle,2722,70,53
vehicle,2723,46,22
vehicle,2724,23,99
vehicle,2725,62,58
vehicle,2726,26,14
vehicle,2727,58,69
vehicle,2728,36,90
vehicle,2729,83,75
vehicle,2730,83,8
vehicle,2731,48,90
vehicle,2732,36,80
vehicle,2733,37,16
vehicle,2734,81,6
vehicle,2735,33,56
vehicle,2736,21,16
vehicle,2737,9,84
vehicle,2738,47,36
vehicle,2739,49,92
vehicle,2740,85,57
vehicle,2741,23,19
vehicle,2742,39,14
vehicle,2743,81,58
vehicle,2744,83,77
vehicle,2745,39,79
vehicle,2746,46,28
vehicle,2747,31,21
vehicle,2748,94,2
vehicle,2749,12,68
vehicle,2750,94,8
vehicle,2751,69,43
vehicle,2752,54,61
vehicle,2753,4,94
vehicle,2754,48,32
vehicle,2755,41,25
vehicle,2756,17,66
vehicle,2757,66,62
vehicle,2758,98,34
vehicle,2759,57,93
vehicle,2760,72,85
vehicle,2761,7,23
vehicle,2762,42,24
vehicle,2763,12,52
vehicle,2764,62,78
vehicle,2765,94,5
vehicle,2766,67,70
vehicle,2767,8,65
vehicle,2768,36,24
vehicle,2769,56,69
vehicle,2770,41,95
vehicle,2771,84,5
vehicle,2772,82,32
vehicle,2773,62,44
vehicle,2774,38,90
vehicle,2775,26,97
vehicle,2776,11,45
vehicle,2777,36,76
vehicle,2778,42,54
vehicle,2779,68,54
vehicle,2780,66,28
vehicle,2781,8,22
vehicle,2782,40,29
vehicle,2783,19,56
vehicle,2784,16,3
vehicle,2785,83,91
vehicle,2786,5,16
vehicle,2787,42,23
vehicle,2788,17,52
vehicle,2789,88,72
vehicle,2790,56,10
vehicle,2791,24,32
vehicle,2792,51,97
vehicle,2793,74,27
vehicle,2794,96,32
vehicle,2795,23,84
vehicle,2796,89,6
vehicle,2797,94,47
vehicle,2798,92,38
vehicle,2799,64,32
vehicle,2800,63,29
vehicle,2801,41,10
vehicle,2802,76,32
vehicle,2803,54,5
vehicle,2804,68,79
vehicle,2805,43,40
vehicle,2806,74,45
vehicle,2807,83,90
vehicle,2808,15,66
vehicle,2809,84,1
vehicle,2810,55,95
vehicle,2811,85,24
vehicle,2812,44,11
vehicle,2813,38,77
vehicle,2814,92,51
vehicle,2815,26,44
vehicle,2816,85,25
vehicle,2817,49,55
vehicle,2818,52,28
vehicle,2819,31,91
vehicle,2820,58,22
vehicle,2821,33,89
vehicle,2822,4,56
vehicle,2823,28,83
vehicle,2824,1,72
vehicle,2825,98,70
vehicle,2826,97,33
vehicle,2827,40,24
vehicle,2828,73,22
vehicle,2829,35,86
vehicle,2830,68,83
vehicle,2831,81,45
vehicle,2832,95,14
vehicle,2833,41,39
vehicle,2834,79,62
vehicle,2835,27,46
vehicle,2836,100,79
vehicle,2837,3,100
vehicle,2838,61,20
vehicle,2839,66,46
vehicle,2840,69,44
vehicle,2841,13,31
vehicle,2842,94,20
vehicle,2843,19,7
vehicle,2844,63,89
vehicle,2845,23,42
vehicle,2846,31,50
