vehicle,path
1589,65-19-9-6
1590,40-69
1591,72-2-35-47
1592,20-39-58
1593,90-9
1594,29-50-5
1595,37-32-67
1596,6-8-2-83
1597,12-27-17-79
1598,52-75-7-55
1599,27-84-16-10
1600,84-75-69
1601,2-15-25
1602,38-90-92
1603,34-28-84
1604,2-35-71
1605,13-94-11-95
1606,42-4
1607,50-35-74
1608,41-50-35-34
1609,54-33-22-91
1610,60-4-27
1611,1-2-73
1612,47-36-23-88
1613,97-46-5
1614,52-54-40
1615,68-50-77
1616,32-39-6-46
1617,78-59-27
1618,78-26-22
1619,53-17-14
1620,98-26-14-5-86
1621,13-38-58
1622,2-41-6-8
1623,78-48-39
1624,81-9-6-37
1625,13-26-19
1626,27-75-44
1627,2-35-34
1628,30-31-2-35
1629,78-45-74
1630,52-23
1631,35-49-65
1632,38-58
1633,1-29-44-57
1634,30-33-67
1635,65-61-7-55
1636,98-26-19-88
1637,85-73-14-68
1638,3-35-55
1639,90-5-83
1640,79-65-61
1641,79-62-40-30
1642,46-21
1643,40-5-36-16
1644,31-2-4-90
1645,7-2-72
1646,23-70-94
1647,25-61
1648,49-24-50-48
1649,75-44-3-6
1650,48-52-43-68
1651,6-46-59
1652,96-6-100
1653,95-76-24
1654,79-65-8-54
1655,100-36-66
1656,55-49-65
1657,97-57
1658,8-36-16-78
1659,37-54-4-21
1660,23-18-73
1661,20-30-62
1662,15-12-90
1663,63-94-85
1664,79-92-32
1665,58-38-28
1666,15-25-99
1667,82-20-53
1668,64-58-25-91
1669,39-52-1-17
1670,68-23-65
1671,26-50-81
1672,35-11-95
1673,92-93-34
1674,30-31-2-73
1675,47-4-54
1676,90-58-25-7
1677,71-15-69
1678,7-55-70
1679,15-12-10-94
1680,1-29-50
1681,64-9-24
1682,45-49-33-5
1683,14-17-19-42
1684,96-28-17-31
1685,53-93-3-77
1686,25-8-36
1687,51-11-95
1688,68-22-97
1689,8-93-63
1690,28-7-93
1691,81-9-10-77
1692,46-92-9-55
1693,55-72-19
1694,44-46
1695,5-32-57
1696,17-35-87
1697,45-49
1698,21-90
1699,5-17-14-68
1700,85-73-14
1701,99-100
1702,80-20-53
1703,86-8-40
1704,25-8-66
1705,97-25-11
1706,20-28-64
1707,96-68-50
1708,100-1-2-41
1709,72-2-96
1710,99-43-53
1711,57-48-2-22
1712,26-23-18-46
1713,44-46-92
1714,60-4-18
1715,8-2-22
1716,63-53-2
1717,99-43-1-2
1718,20-39-83
1719,80-54-74
1720,91-14-5-36
1721,95-42-70
1722,97-8-40
1723,53-2-96
1724,98-97
1725,76-57-48-40
1726,17-86
1727,48-39-78
1728,72-87-31
1729,25-49-24
1730,65-61-15-46
1731,67-76-79
1732,17-19-97
1733,57-9-10-77
1734,78-40-5-86
1735,50-48-61
1736,2-35-11-84
1737,1-17-79
1738,36-16-38
1739,93-3-56
1740,23-41-81
1741,64-14-5
1742,23-41-81
1743,33-18
1744,85-57-9-52
1745,73-81
1746,10-62-26
1747,43-25
1748,3-42-41
1749,49-33-21-90
1750,67-52-1
1751,12-90-91
1752,29-84-16
1753,40-38-19-100
1754,92-32-96
1755,100-36-50
1756,5-92-9-52
1757,77-9-49
1758,38-2-64
1759,40-5-10
1760,76-36-6-4
1761,92-9-6
1762,96-49-45
1763,58-38-28
1764,36-6-20-63
1765,79-100
1766,26-83-39
1767,57-9-58
1768,36-66-31-42
1769,66-73-85
1770,25-91
1771,20-23-88
1772,92-8-2-98
1773,11-34-3
1774,51-11-84
1775,23-88-76
1776,4-26-23
1777,4-38-2-96
1778,18-4-15
1779,87-62-68
1780,29-50-26-23
1781,96-28-44
1782,59-28-2-72
1783,44-57
1784,59-64-9-43
1785,52-30-33
1786,76-13-84
1787,29-61-15
1788,36-23-44
1789,90-91
1790,95-91-85
1791,90-56-41
1792,42-34-3-77
1793,79-12-83
1794,48-40-38-89
1795,50-35-55
1796,60-26
1797,19-70-30
1798,34-25-60
1799,86-54-4
1800,21-54-28-64
1801,8-37
1802,7-30
1803,95-62-88
1804,51-34-3-47
1805,41-4-10
1806,82-26-83
1807,84-19-4-5
1808,34-28-2-73
1809,70-74-78
1810,78-45-36
1811,66-31-2-83
1812,16-92-9-52
1813,88-60-47
1814,54-4-5
1815,29-70-30
1816,43-68-9-94
1817,4-54-40
1818,13-26-7-55
1819,77-9-54
1820,1-2-60
1821,42-34-25-7
1822,53-39-6-37
1823,6-75-73
1824,98-43-12-21
1825,23-4-21
1826,31-2
1827,31-15-12-44
1828,24-25-8-89
1829,1-29-9-6
1830,73-80-20
1831,97-92-32
1832,23-35-74
1833,67-83-65
1834,75-73-42
1835,85-79-62-76
1836,43-1-61
1837,31-2-4-90
1838,33-54-82
1839,72-2-4-26
1840,82-20-28
1841,19-4-13
1842,38-19-34
1843,91-74-100
1844,81-42-41
1845,99-59-23
1846,76-79-12-77
1847,40-42-9-55
1848,60-4-15
1849,67-83-39
1850,8-40-42
1851,55-10-62-76
1852,71-15-12-3
1853,17-14-27
1854,79-12-3-52
1855,59-27
1856,96-6-20-63
1857,5-32-49
1858,27-75-37
1859,61-21-11-95
1860,30-61-64
1861,72-2-4-13
1862,76-57
1863,11-95-17-79
1864,52-43-71
1865,51-42-4-18
1866,37-7-2-98
1867,94-34-45
1868,83-90-36-16
1869,70-64-19
1870,72-2-4-10
1871,47-29-81
1872,93-3-13
1873,70-4-13
1874,73-14-5-86
1875,87-70-35
1876,28-2-4
1877,81-9-6
1878,20-28-2-15
1879,35-55-7-22
1880,34-70-33-67
1881,98-26-60-16
1882,86-98-43-12
1883,71-15-12-77
1884,73-14-68
1885,57-9-10-44
1886,95-63-55
1887,50-5-32
1888,39-40-49
1889,17-62-40-51
1890,79-92-32-39
1891,74-92-32-91
1892,39-52-1-2
1893,3-1-17-79
1894,84-19-4-13
1895,2-73-80
1896,71-59-14-62
1897,98-97-85
1898,44-10
1899,24-36-56
1900,71-40-51
1901,82-36-71
1902,55-28-54
1903,97-9-55
1904,6-75-43
1905,51-30-31
1906,72-19-9-49
1907,87-34-12
1908,18-70-97
1909,81-13-33-72
1910,56-37-32-96
1911,40-51-11-23
1912,14-62-88
1913,87-32-81
1914,16-94-14-68
1915,31-42-34-63
1916,30-33-5-32
1917,88-46-82
1918,68-51
1919,80-8
1920,26-14-5-32
1921,63-94
1922,58-5-86
1923,84-19-99
1924,91-34-63
1925,2-15-25
1926,68-50-17
1927,6-100-19
1928,55-7-2
1929,29-70-40
1930,31-15-30-20
1931,36-66-31-42
1932,63-94
1933,34-3-44
1934,74-19-88
1935,41-78-61
1936,7-58-25
1937,79-100-36
1938,29-9
1939,44-87-34
1940,69-1-17-14-68
1941,34-25-8
1942,6-4-21
1943,38-48-39
1944,95-17-19-99
1945,65-5-17-79
1946,68-9-74
1947,64-11-34-12
1948,20-28-17-79
1949,42-80-79
1950,76-13-61
1951,11-87-6-100
1952,28-54-33
1953,28-87-8-95
1954,44-46-92
1955,99-43-1-2
1956,7-55-6-46
1957,52-30-98
1958,18-46-11
1959,98-26-7-55
1960,12-98
1961,41-43-56
1962,74-19
1963,71-59
1964,43-12-21
1965,35-34-3-52
1966,40-58-8
1967,27-26-60-61
1968,21-90-9-52
1969,49-65-75
1970,27-74-64
1971,29-55
1972,66-69
1973,97-8-2-15
1974,61-69-60
1975,8-66-18
1976,8-93
1977,96-28-7
1978,30-20-23-44
1979,10-51-70
1980,60-85-46
1981,63-34-10
1982,65-19-56
1983,27-17-14-65
1984,2-35-71
1985,97-58-38
1986,26-24-57
1987,68-9-6-46
1988,71-59-14-68
1989,62-88-59
1990,32-53
1991,28-69-25
1992,60-87-1
1993,87-6-4-18
1994,95-67-15-12
1995,11-34-45
1996,16-10-62
1997,95-63-22
1998,74-19-9-94
1999,89-43-1
2000,21-41-78
2001,59-51-63
2002,71-40-38
2003,69-34-3-6
2004,41-6-20-63
2005,2-83-39
2006,59-64-9-94
2007,26-7-55
2008,46-10-94
2009,96-52-23
2010,40-38-2-73
2011,84-19-62
2012,19-9-74
2013,68-22
2014,98-97-58-67
2015,11-23-26-50
2016,1-38-75
2017,44-46-5-33
2018,10-21-90
2019,75-7-22-9
2020,92-32-81
2021,44-87
2022,26-70-54-82
2023,44-3-52
2024,73-59-23-44
2025,1-29-100
2026,59-23
2027,62-26-7-55
2028,64-14-68
2029,25-35-71
2030,72-2-4-21
2031,10-36-66
2032,20-63-46-82
2033,88-80-6
2034,74-92
2035,2-15-12-3
2036,25-8-36
2037,22-1-2
2038,28-87-8
2039,25-57-92
2040,7-40-5-36
2041,46-92-9-43
2042,74-78-26-22
2043,61-69-60
2044,68-23-26-60
2045,9-58-38
2046,96-19-34
2047,84-43-8-89
2048,81-39
2049,83-73-50
2050,94-21-47-29
2051,55-28-17-79
2052,21-54-40
2053,62-68-9-52
2054,75-15-26
2055,74-19-99
2056,53-2-15-30
2057,7-38-78
2058,38-75-43
2059,93-12-21
2060,59-14-80
2061,54-42-34
2062,27-74-11-87
2063,37-79-92
2064,90-86
2065,67-96-6-4
2066,46-100-19-42
2067,64-19-88
2068,25-59-64
2069,71-81-13-84
2070,43-68-50
2071,45-53-54
2072,65-61-15
2073,94-85-79
2074,7-40-42
2075,83-59-51
2076,30-53-17-79
2077,45-69-60
2078,3-77-21
2079,31-2-60
2080,51-42-41
2081,6-4-13-47
2082,50-77-12-3
2083,93-33-22
2084,11-87-1-29
2085,77-50-72
2086,41-43-1-2
2087,66-41
2088,27-26-7-93
2089,16-11-34-12
2090,17-96-52
2091,8-37-79
2092,19-62-95
2093,67-52-75
2094,89-57-24-73
2095,82-26-83
2096,69-34-45
2097,12-10-81
2098,29-100-1
2099,31-62-92-93
2100,25-49-45
2101,52-56
2102,54-4-26
2103,36-6-75
2104,36-6-8
2105,83-90-88
2106,79-12-83
2107,31-2-22
2108,92-32-81
2109,96-28-17-79
2110,33-67-64
2111,36-16-38
2112,51-34-28
2113,95-76-24
2114,88-4-5-32
2115,11-95-91
2116,40-58-8
2117,56-97-83
2118,51-11-35
2119,20-53
2120,86-24-42-80
2121,68-50-17-89
2122,84-7-2-35
2123,86-81-13-47
2124,75-73-42
2125,44-72-2
2126,62-40-30
2127,17-96-6-46
2128,68-51-42
2129,18-73
2130,70-30-20-39
2131,23-35-49
2132,12-3-43
2133,17-38-75
2134,1-38-87
2135,72-2-4-54
2136,74-42-80-79
2137,52-30
2138,17-14-55
2139,9-74-11-35
2140,2-35-42
2141,17-35-74
2142,90-89
2143,25-60-4-13
2144,36-61-64
2145,11-34-25-59
2146,23-4-15-12
2147,52-30-22
2148,61-59-14-5-32
2149,25-53-17
2150,6-4-15-25
2151,40-5-27
2152,24-42-34
2153,22-27-75
2154,96-28-7-58
2155,62-26-19-99
2156,56-40-42
2157,42-80-76
2158,43-20-23-88
2159,55-96-68
2160,70-35-42
2161,71-81-76
2162,18-4-21
2163,51-30-33
2164,42-9-55
2165,88-28-7-58
2166,64-44-3
2167,54-40-95
2168,12-70
2169,61-59-24-50
2170,12-10-94
2171,34-3-44
2172,15-25-99
2173,70-57-9-52
2174,21-11-34-12
2175,40-56-77
2176,90-58-68
2177,21-41-78
2178,51-50-96
2179,42-41-78
2180,2-4-10-62
2181,80-40-5-86
2182,7-58-68
2183,48-2-41
2184,57-92-89
2185,63-59-23
2186,69-1-2-72
2187,26-14-17-89
2188,1-29-9-74
2189,73-14-70
2190,54-60-16-76
2191,84-94-21-47
2192,83-90-88
2193,85-46-21
2194,49-65-13
2195,34-3-1-29
2196,80-54
2197,46-92-9-52
2198,19-97-83
2199,86-8-2-41
2200,89-43-49
2201,47-73-2
2202,8-2-41
2203,39-83-65
2204,81-22-1-2
2205,91-21-47-29
2206,7-40-5
2207,88-60-48
2208,39-84-19
2209,55-6-75
2210,97-85
2211,7-55
2212,65-19-99
2213,8-36-6-46
2214,38-48-52
2215,81-97-99
2216,44-10-24
2217,100-92-8-95
2218,56-40-5
2219,33-51-34-45
2220,23-65-8
2221,36-66-73
2222,38-48-61
2223,7-38-71
2224,37-7-38
2225,47-16-37
2226,73-14-5
2227,66-50-35
2228,71-40-38-93
2229,1-38
2230,22-27-84
2231,67-94-85
2232,49-24-1-38
2233,1-2-64
2234,81-9-10
2235,78-84-16-11
2236,55-6-4-5
2237,7-22-9-59
2238,77-9-43
2239,59-14-55
2240,79-65-53
2241,76-36
2242,81-58-68
2243,52-81-76
2244,15-69-1-2
2245,68-76-21
2246,63-50-72
2247,75-59-39
2248,17-38-58-67
2249,20-23-35
2250,90-40
2251,75-60-16
2252,91-23-26
2253,76-13-61
2254,60-75-44
2255,66-41-78
2256,89-41-4-5-86
2257,58-25-7-55
2258,64-14-62-76
2259,16-45-53-31
2260,48-35-42
2261,28-87-32-39
2262,21-41-59
2263,32-74-19
2264,25-60
2265,22-91-35-87
2266,43-12-3-87
2267,91-73
2268,51-65-75
2269,19-56
2270,8-37-13-59
2271,70-14
2272,39-78-45
2273,83-39-6-46
2274,66-50-96
2275,80-79-12-44
2276,28-7-55
2277,70-54
2278,27-74-64
2279,94-84-75
2280,64-23
2281,33-30-53
2282,27-17-83
2283,20-23-18-47
2284,70-54-28
2285,22-97-66
2286,60-26-83
2287,27-26-7
2288,67-15-25-78
2289,82-26-83
2290,78-61-21-47
2291,77-28-2-99
2292,19-99-17-79
2293,9-74-78
2294,70-54-75
2295,37-24-36-16
2296,44-72-2-22
2297,4-13-47
2298,26-14-27
2299,4-54-42
2300,88-80-8-89
2301,25-35-83
2302,56-37-64
2303,4-5-86
2304,67-76-79
2305,33-18-43
2306,90-10-21
2307,89-57-9-52
2308,33-51-74
2309,91-23-44
2310,100-36-32-67
2311,83-65-10
2312,85-38-75
2313,25-99-46-82
2314,58-38-71
2315,7-22-97
2316,10-97-83
2317,100-36-32-91
2318,33-67-94
2319,75-73-81
2320,81-58-68
2321,86-24-1
2322,100-75-60-47
2323,25-7-58
2324,5-17-31
2325,42-5-32
2326,14-5-97
2327,3-6-4-90
2328,37-90-85
2329,79-12-21-41
2330,57-48-2
2331,32-57-9
2332,66-50-5-32
2333,24-1-2
2334,77-12-92
2335,63-35-71
2336,77-28-17-31
2337,4-26-14
2338,84-19-9-52
2339,62-87-1
2340,57-9-94
2341,63-35-42
2342,87-56-41
2343,59-39-40
2344,59-28-7
2345,100-74-64
2346,76-74
2347,45-10-62-68
2348,71-59-14
2349,39-58
2350,23-44-57
2351,60-87
2352,93-38
2353,93-38
2354,35-87-62
2355,53-2-64
2356,22-91-21-47
2357,100-36-16-45
2358,99-63-50
2359,65-60-87
2360,81-13-47
2361,72-19-9-94
2362,60-33-51
2363,6-8-95
2364,46-11-84
2365,68-9-6-37
2366,68-50-87
2367,38-93-12
2368,95-80-8-93
2369,17-31-2-64
2370,51-34-3-6
2371,70-14-65
2372,70-30-98
2373,65-61-7
2374,28-87-56
2375,16-38-75
2376,64-44-46-82
2377,60-31-42
2378,18-4-21
2379,71-40-5
2380,46-92-9-58
2381,67-15-46
2382,84-43-8-95
2383,17-38-26-7
2384,2-15-69
2385,78-38-93-3
2386,61-59-23-18
2387,70-97-46
2388,84-97-46
2389,81-9-24-69
2390,97-92
2391,54-28-64
2392,49-99-17-96
2393,41-78-89
2394,16-41-59
2395,58-48-84
2396,28-44-65
2397,93-86-8
2398,59-27-75
2399,60-4-10
2400,36-6-8-60
2401,6-37-32-71
2402,4-26-7
2403,43-12-24
2404,9-74-92
2405,61-59-14-62
2406,89-43-25
2407,89-55-70
2408,66-69-60
2409,22-9-10-51
2410,87-86-98
2411,89-57-24-69
2412,20-24-1-38
2413,74-92-32-81
2414,29-58-8-89
2415,81-13
2416,100-19-4-21
2417,4-26-22
2418,90-56-70
2419,63-22-1-61
2420,98-26-14-62
2421,47-58-8-95
2422,85-38-78
2423,7-93-3-13
2424,34-3-35
2425,7-93-3-44
2426,98-26-7-40
2427,82-36-32-67
2428,86-54-4-90
2429,94-14-17-31
2430,9-43-56
2431,39-6-37-79
2432,8-40-42
2433,22-1-17
2434,23-4-38-48
2435,47-36-6
2436,27-74-11-95
2437,11-87-8
2438,17-79-12-44
2439,15-25-53
2440,98-97-99
2441,76-95-17
2442,97-99-34-12
2443,44-3-1
2444,28-84-16
2445,80-76-21
2446,33-67-64
2447,30-22
2448,24-42-34-3
2449,13-26-83
2450,26-60-37
2451,68-50-17-31
2452,7-2-98
2453,22-91-23-18
2454,81-42-4-90
2455,15-25-78
2456,35-87-8
2457,87-1-2-99
2458,16-38-28
2459,9-10
2460,49-33-5-83
2461,31-15-12-71
2462,57-95-62
2463,81-76-36-16
2464,14-17-38-48
2465,59-14-17-79
2466,51-30-31
2467,15-46-5-32
2468,63-22-1
2469,28-2-4-18
2470,49-65-19-88
2471,9-49-45
2472,46-82-99
2473,31-54-40
2474,83-31-2-72
2475,6-100-1-29
2476,42-9-6-37
2477,46-82-20
2478,73-2-35
2479,58-25-7-55
2480,67-96-6-100
2481,78-38-58-67
2482,87-6-20
2483,32-91-14-5
2484,54-4-13
2485,85-57
2486,99-56-77
2487,89-57-95
2488,38-2
2489,20-53
2490,49-24-50-48
2491,75-60-4-66
2492,50-87-56
2493,49-24-69
2494,84-97-66
2495,37-79-12
2496,86-24-42-80
2497,41-4-13
2498,33-18-70
2499,46-100-19-42
2500,77-9-52
2501,13-26-22-91
2502,20-28-17-89
2503,96-6-46-82
2504,18-92-9-52
2505,57-9-74
2506,58-48-52
2507,49-24-42-87
2508,65-8-2-41
2509,23-18-98
2510,56-70-94
2511,38-75
2512,67-64-28
2513,15-26-14
2514,58-5-86
2515,19-99-17
2516,28-17-86
2517,22-9-24-50
2518,19-42-41
2519,83-90-91
2520,29-61
2521,93-38-58
2522,97-56
2523,58-38
2524,15-56-37-79
2525,38-26
2526,80-67-94
2527,37-90
2528,9-94-34
2529,56-77-73
2530,85-38-58
2531,80-19-34
2532,18-73-2-99
2533,68-51-34-3
2534,23-26
2535,22-97-25-53
2536,88-46-53
2537,25-59
2538,27-84-16-76
2539,1-29-34-63
2540,88-60-61
2541,80-6
2542,63-22-1-38
2543,76-24
2544,16-41-4-27
2545,46-59-56
2546,36-6-20
2547,10-51-30
2548,49-24
2549,93-86-8-95
2550,5-83-95
2551,30-61
2552,21-90-93
2553,24-1-17-79
2554,91-73-59
2555,47-63-22-1
2556,47-16-78
2557,77-12-71
2558,16-10-62
2559,49-45-10-77
2560,43-56-52
2561,60-37-32-71
2562,100-19-9-94
2563,77-12-38
2564,40-38-71
2565,83-90-48
2566,18-43-68
2567,4-10-77
2568,21-90-5
2569,35-49-65
2570,52-23
2571,62-68
2572,92-93-3-47
2573,51-74-78
2574,51-42-13
2575,6-20-63
2576,4-38-28
2577,56-40-5-86
2578,44-75-7-93
2579,84-19-100
2580,17-14-80
2581,3-47-16-76
2582,45-53-2-22
2583,24-42-34
2584,5-33-18-47
2585,73-78
2586,12-92
2587,61-64-19
2588,29-55-7-93
2589,18-70
2590,38-19-62
2591,81-30-20
2592,40-42-9-6
2593,76-57
2594,13-47-4-66
2595,78-26-22
2596,24-36-56
2597,68-50-5-86
2598,57-48-84
2599,39-6-37
2600,7-40-5-32
2601,2-60-75
2602,83-65-10-44
2603,53-17-19-9
2604,78-26-7-1-29
2605,24-42
2606,35-55-7-30
2607,4-21-11-34
2608,97-81-30
2609,67-50-5
2610,94-34-28-64
2611,27-26-60
2612,62-74-66
2613,68-9-6-20
2614,32-81-30
2615,85-79-62
2616,95-80-8-60
2617,89-55-10-51
2618,74-100-36
2619,28-90-92
2620,29-34
2621,97-46
2622,2-96-68
2623,72-19-9-55
2624,71-23-35
2625,63-64-44
2626,100-1-38-80
2627,32-96-28
2628,34-28-2-15
2629,8-36-32
2630,45-36-6-85
2631,27-17-19-9
2632,35-74-100
2633,84-7-55
2634,94-85-99
2635,19-9-94
2636,38-80-6-46
2637,93-3-6-20
2638,7-1-17
2639,10-24
2640,17-31-2-72
2641,60-11-34-28
2642,16-11-35
2643,97-99-34-45
2644,45-36-92
2645,51-65-19
2646,25-7-1
2647,48-61-7
2648,67-15-25-91
2649,76-79-65
2650,76-79-12-28
2651,58-68-23-18
2652,91-40-30
2653,82-61-15-12
2654,76-95
2655,6-37-79
2656,1-61-21-47
2657,22-91-35-87
2658,67-15-25
2659,42-4-33-72
2660,41-4-5-86
2661,89-43-8-36
2662,90-67-76
2663,91-40-30
2664,32-81-30
2665,70-35-11
2666,28-84-16-45
2667,20-24-73
2668,19-62-95
2669,35-87-1-61
2670,43-12-3-87
2671,84-97-83
2672,12-71-18
2673,74-49
2674,54-4-15-12
2675,29-61-69
2676,50-87-8-95
2677,30-53-17-14
2678,60-4-27-74
2679,44-72-2-64
2680,17-83-59
2681,12-70-40
2682,55-10-36
2683,91-14-5
2684,35-55-7-22
2685,74-100-1-2
2686,66-41-59
2687,94-11
2688,83-90-88
2689,57-92-53
2690,66-18-70
2691,90-35-42
2692,40-49-24-57
2693,33-18-95
2694,2-22-9
2695,83-54-4-26
2696,81-39-78
2697,11-34-10
2698,58-8
2699,47-16-37
2700,12-10
2701,99-59
2702,22-91-23
2703,7-38-90
2704,60-37-79
2705,74-19-70
2706,4-10-62
2707,66-50-87
2708,54-60-11-23
2709,11-23-88
2710,18-95-17-79
2711,57-48-75
2712,30-20-24-57
2713,94-34-25
2714,82-98-43
2715,99-14-80
2716,26-19-4
2717,97-81-79
2718,44-75-15-25
2719,35-71-15
2720,6-4-15-12
2721,6-75-44-3
2722,70-30-53
2723,46-53-2-22
2724,23-26-19-99
2725,62-40-58
2726,26-14
2727,58-67-15-69
2728,36-6-4-90
2729,83-39-75
2730,83-65-8
2731,48-2-4-90
2732,36-16-10-80
2733,37-24-36-16
2734,81-9-6
2735,33-56
2736,21-47-16
2737,9-94-84
2738,47-36
2739,49-33-5-92
2740,85-57
2741,23-26-19
2742,39-78-26-14
2743,81-58
2744,83-65-10-77
2745,39-6-37-79
2746,46-59-28
2747,31-2-4-21
2748,94-84-7-2
2749,12-70-14-68
2750,94-34-25-8
2751,69-34-3-43
2752,54-60-61
2753,4-10-94
2754,48-40-5-32
2755,41-43-25
2756,17-19-4-66
2757,66-31-62
2758,98-26-19-34
2759,57-92-93
2760,72-85
2761,7-30-20-23
2762,42-9-24
2763,12-3-52
2764,62-74-78
2765,94-14-5
2766,67-96-70
2767,8-26-14-65
2768,36-92-9-24
2769,56-40-69
2770,41-6-8-95
2771,84-19-4-5
2772,82-36-32
2773,62-5-10-44
2774,38-90
2775,26-19-97
2776,11-34-45
2777,36-16-76
2778,42-54
2779,68-9-54
2780,66-69-28
2781,8-2-22
2782,40-69-1-29
2783,19-56
2784,16-11-34-3
2785,83-90-91
2786,5-36-16
2787,42-80-20-23
2788,17-96-52
2789,88-33-72
2790,56-44-10
2791,24-36-32
2792,51-70-97
2793,74-19-4-27
2794,96-68-36-32
2795,23-35-11-84
2796,89-41-6
2797,94-21-47
2798,92-93-38
2799,64-14-5-32
2800,63-22-1-29
2801,41-4-10
2802,76-36-32
2803,54-4-5
2804,68-76-79
2805,43-8-40
2806,74-49-45
2807,83-90
2808,15-54-4-66
2809,84-7-1
2810,55-57-95
2811,85-57-24
2812,44-46-11
2813,38-93-3-77
2814,92-9-10-51
2815,26-23-44
2816,85-69-25
2817,49-99-14-55
2818,52-54-28
2819,31-2-22-91
2820,58-68-22
2821,33-18-89
2822,4-15-56
2823,28-2-83
2824,1-2-72
2825,98-26-70
2826,97-41-4-33
2827,40-49-24
2828,73-2-22
2829,35-87-86
2830,68-50-5-83
2831,81-42-34-45
2832,95-17-14
2833,41-59-39
2834,79-62
2835,27-75-15-46
2836,100-1-17-79
2837,3-6-100
2838,61-59-24-20
2839,66-18-46
2840,69-28-44
2841,13-33-30-31
2842,94-57-24-20
2843,19-34-25-7
2844,63-64-89
2845,23-35-42
2846,31-15-26-50
2847,55-57-92
2848,42-41-78
2849,17-14
2850,18-70-57
2851,42-34-45
2852,76-21-80
2853,90-85-73
2854,9-55-70
2855,40-38-2-35
2856,11-95-81
2857,2-41-6
2858,67-76-36-16
2859,61-69-34
2860,17-86-8
2861,3-13-84
2862,84-43-8-95
2863,98-43-53-31
2864,14-27
2865,24-20-28
2866,87-34-28
2867,93-38-2-4
2868,42-80-8-93
2869,6-8-2-22
2870,4-18-43
2871,58-25-7-1
2872,40-5-86
2873,3-35-74
2874,59-23-95
2875,2-99-17-79
2876,79-92-32
2877,31-15-25
2878,5-17-14-70
2879,59-56-37
2880,40-49-24-57
2881,98-43-1
2882,55-7
2883,28-54
2884,71-59-24-57
2885,28-84-16-76
2886,91-14
2887,38-48-52
2888,55-6-20
2889,6-4-10
2890,43-12-3-42
2891,84-7-1-17
2892,81-30-20-23
2893,23-4-5-32
2894,23-26
2895,82-26-19-9
2896,94-57-9
2897,10-24-20
2898,46-92-9-6
2899,34-63
2900,88-28-1-29
2901,9-54-28
2902,22-91-34
2903,76-95-67
2904,6-100-19-88
2905,50-81-76
2906,45-53-2-73
2907,34-25-49
2908,40-42-70
2909,53-93-3-56
2910,17-31-2-22
2911,58-5-10-21
2912,81-30
2913,77-12-92
2914,16-37-7-55
2915,15-54-74
2916,27-17-35
2917,37-64-41
2918,41-4-13
2919,68-23-18
2920,6-8-2-83
2921,4-13-59
2922,40-42-34
2923,70-97-81
2924,20-24-25
2925,65-61-98
2926,26-23-35
2927,89-55-99-34
2928,90-5-32
2929,30-31-42-13
2930,23-4-15-12
2931,42-14-65
2932,25-100-19-88
2933,68-9-10-80
2934,83-31-15
2935,68-9-55
2936,83-90-35-11
2937,40-5
2938,16-41-4-66
2939,74-42-54
2940,37-64-9
2941,68-23-4
2942,28-2-99
2943,9-6-4
2944,100-36-16-45
2945,16-10-51
2946,99-34-12
2947,98-43-1-17
2948,80-36
2949,66-50-77
2950,58-68-51
2951,87-70-64
2952,29-55-99
2953,47-4-10-77
2954,62-5-10-44
2955,42-34-45
2956,43-12-10-62
2957,34-70-33-67
2958,57-59-51
2959,86-82-49-65
2960,21-11-34-3
2961,94-84-43
2962,69-28
2963,83-65-13
2964,56-44-10
2965,78-61
2966,2-15-25-53
2967,82-26
2968,5-17-38-48
2969,89-41-50
2970,100-36-6-20
2971,30-62-74-66
2972,22-1-17-79
2973,77-10-80
2974,26-60-61
2975,87-56-52
2976,11-84-7
2977,13-47-29
2978,98-97-9-10
2979,68-22-97
2980,85-73-14
2981,33-5-36-16
2982,68-50-17-89
2983,60-11-95
2984,61-15-12-77
2985,69-1
2986,58-25-7-1
2987,43-1-38
2988,28-2-15
2989,77-28-2
2990,23-18-47
2991,70-40-95
2992,24-42-4-33
2993,63-70-33-67
2994,75-60-4-66
2995,22-27-26
2996,6-4-66
2997,14-68-22
2998,61-15-46-13
2999,85-38-71
3000,5-32-43-12
3001,74-100
3002,35-74-19
3003,48-2-60
3004,93-3-42
3005,34-3-13
3006,47-29-34-3
3007,2-99-63
3008,9-10-81
3009,26-60-85
3010,3-13-49
3011,64-41-78
3012,43-68
3013,55-72-73
3014,18-58-50
3015,30-61-64
3016,67-50-81
3017,97-8-40
3018,6-4-10-81
3019,90-88-60
3020,58-5-17
3021,57-92-93-3
3022,51-58-8-37
3023,7-55
3024,9-94-84
3025,61-15-46-13
3026,35-71-81
3027,92-93-3-87
3028,41-50-84-16
3029,15-46-5-86
3030,72-19-100
3031,30-31-2-73
3032,53-17-79
3033,70-74-100
3034,91-73-61
3035,80-1-17-31
3036,68-50-84
3037,68-9-10-62
3038,95-63-59
3039,30-62-26
3040,1-17-62-76
3041,28-64-9
3042,22-97-8-93
3043,67-50-5-33
3044,64-44-3-13
3045,60-16-45
3046,2-4-5
3047,73-61-69
3048,33-22-91
3049,67-50-84
3050,56-37-13
3051,35-42-13
3052,14-70-54-82
3053,10-80-8-93
3054,84-94-21-47
3055,92-9-24-50
3056,65-5-32
3057,11-21-90
