timestamp,road_id,congestion_level,congestion_coefficient,road_condition_factor,travel_time_minutes,expected_travel_time
2024-01-17 14:00:00,6,4,2.0,3000.0,3.47,2.0
2024-01-17 15:00:00,6,4,2.0,3000.0,2.7,2.0
2024-01-17 16:00:00,6,4,2.0,3000.0,2.28,2.0
2024-01-17 17:00:00,6,4,2.0,3000.0,2.59,2.0
2024-01-17 18:00:00,6,4,2.0,3000.0,5.61,2.0
2024-01-17 19:00:00,6,4,2.0,3000.0,2.77,2.0
2024-01-17 20:00:00,6,4,2.0,3000.0,2.49,2.0
2024-01-17 21:00:00,6,4,2.0,3000.0,2.35,2.0
2024-01-17 22:00:00,6,4,2.0,3000.0,2.1,2.0
2024-01-17 23:00:00,6,4,2.0,3000.0,2.09,2.0
2024-01-18 00:00:00,6,4,2.0,3000.0,2.07,2.0
2024-01-18 01:00:00,6,4,2.0,3000.0,2.26,2.0
2024-01-18 02:00:00,6,4,2.0,3000.0,2.32,2.0
2024-01-18 03:00:00,6,4,2.0,3000.0,2.18,2.0
2024-01-18 04:00:00,6,4,2.0,3000.0,2.27,2.0
2024-01-18 05:00:00,6,4,2.0,3000.0,2.2,2.0
2024-01-18 06:00:00,6,4,2.0,3000.0,2.07,2.0
2024-01-18 07:00:00,6,4,2.0,3000.0,6.14,2.0
2024-01-18 08:00:00,6,4,2.0,3000.0,4.03,2.0
2024-01-18 09:00:00,6,4,2.0,3000.0,4.14,2.0
2024-01-18 10:00:00,6,4,2.0,3000.0,5.42,2.0
2024-01-18 11:00:00,6,4,2.0,3000.0,2.63,2.0
2024-01-18 12:00:00,6,4,2.0,3000.0,3.93,2.0
2024-01-18 13:00:00,6,4,2.0,3000.0,3.82,2.0
2024-01-18 14:00:00,6,4,2.0,3000.0,3.64,2.0
2024-01-18 15:00:00,6,4,2.0,3000.0,2.17,2.0
2024-01-18 16:00:00,6,4,2.0,3000.0,2.93,2.0
2024-01-18 17:00:00,6,4,2.0,3000.0,5.53,2.0
2024-01-18 18:00:00,6,4,2.0,3000.0,6.22,2.0
2024-01-18 19:00:00,6,4,2.0,3000.0,2.96,2.0
2024-01-18 20:00:00,6,4,2.0,3000.0,6.39,2.0
2024-01-18 21:00:00,6,4,2.0,3000.0,2.13,2.0
2024-01-18 22:00:00,6,4,2.0,3000.0,2.35,2.0
2024-01-18 23:00:00,6,4,2.0,3000.0,2.28,2.0
2024-01-19 00:00:00,6,4,2.0,3000.0,2.27,2.0
2024-01-19 01:00:00,6,4,2.0,3000.0,2.19,2.0
2024-01-19 02:00:00,6,4,2.0,3000.0,2.06,2.0
2024-01-19 03:00:00,6,4,2.0,3000.0,2.24,2.0
2024-01-19 04:00:00,6,4,2.0,3000.0,2.01,2.0
2024-01-19 05:00:00,6,4,2.0,3000.0,2.12,2.0
2024-01-19 06:00:00,6,4,2.0,3000.0,2.2,2.0
2024-01-19 07:00:00,6,4,2.0,3000.0,2.58,2.0
2024-01-19 08:00:00,6,4,2.0,3000.0,2.26,2.0
2024-01-19 09:00:00,6,4,2.0,3000.0,2.68,2.0
2024-01-19 10:00:00,6,4,2.0,3000.0,2.95,2.0
2024-01-19 11:00:00,6,4,2.0,3000.0,2.04,2.0
2024-01-19 12:00:00,6,4,2.0,3000.0,2.05,2.0
2024-01-19 13:00:00,6,4,2.0,3000.0,2.26,2.0
2024-01-19 14:00:00,6,4,2.0,3000.0,2.14,2.0
2024-01-19 15:00:00,6,4,2.0,3000.0,2.29,2.0
2024-01-19 16:00:00,6,4,2.0,3000.0,2.19,2.0
2024-01-19 17:00:00,6,4,2.0,3000.0,2.26,2.0
2024-01-19 18:00:00,6,4,2.0,3000.0,2.29,2.0
2024-01-19 19:00:00,6,4,2.0,3000.0,3.0,2.0
2024-01-19 20:00:00,6,4,2.0,3000.0,3.42,2.0
2024-01-19 21:00:00,6,4,2.0,3000.0,2.21,2.0
2024-01-19 22:00:00,6,4,2.0,3000.0,2.03,2.0
2024-01-19 23:00:00,6,4,2.0,3000.0,2.04,2.0
2024-01-20 00:00:00,6,4,2.0,3000.0,2.26,2.0
2024-01-20 01:00:00,6,4,2.0,3000.0,2.1,2.0
2024-01-20 02:00:00,6,4,2.0,3000.0,2.24,2.0
2024-01-20 03:00:00,6,4,2.0,3000.0,2.34,2.0
2024-01-20 04:00:00,6,4,2.0,3000.0,2.24,2.0
2024-01-20 05:00:00,6,4,2.0,3000.0,2.08,2.0
2024-01-20 06:00:00,6,4,2.0,3000.0,2.32,2.0
2024-01-20 07:00:00,6,4,2.0,3000.0,2.06,2.0
2024-01-20 08:00:00,6,4,2.0,3000.0,2.01,2.0
2024-01-20 09:00:00,6,4,2.0,3000.0,2.24,2.0
2024-01-20 10:00:00,6,4,2.0,3000.0,2.61,2.0
2024-01-20 11:00:00,6,4,2.0,3000.0,2.35,2.0
2024-01-20 12:00:00,6,4,2.0,3000.0,2.32,2.0
2024-01-20 13:00:00,6,4,2.0,3000.0,2.01,2.0
2024-01-20 14:00:00,6,4,2.0,3000.0,2.24,2.0
2024-01-20 15:00:00,6,4,2.0,3000.0,2.3,2.0
2024-01-20 16:00:00,6,4,2.0,3000.0,2.3,2.0
2024-01-20 17:00:00,6,4,2.0,3000.0,3.87,2.0
2024-01-20 18:00:00,6,4,2.0,3000.0,2.93,2.0
2024-01-20 19:00:00,6,4,2.0,3000.0,2.09,2.0
2024-01-20 20:00:00,6,4,2.0,3000.0,2.19,2.0
2024-01-20 21:00:00,6,4,2.0,3000.0,2.06,2.0
2024-01-20 22:00:00,6,4,2.0,3000.0,2.29,2.0
2024-01-20 23:00:00,6,4,2.0,3000.0,2.16,2.0
2024-01-21 00:00:00,6,4,2.0,3000.0,2.14,2.0
2024-01-21 01:00:00,6,4,2.0,3000.0,2.08,2.0
2024-01-21 02:00:00,6,4,2.0,3000.0,2.09,2.0
2024-01-21 03:00:00,6,4,2.0,3000.0,2.39,2.0
2024-01-21 04:00:00,6,4,2.0,3000.0,2.09,2.0
2024-01-21 05:00:00,6,4,2.0,3000.0,2.34,2.0
2024-01-21 06:00:00,6,4,2.0,3000.0,2.12,2.0
2024-01-21 07:00:00,6,4,2.0,3000.0,4.93,2.0
2024-01-21 08:00:00,6,4,2.0,3000.0,6.28,2.0
2024-01-21 09:00:00,6,4,2.0,3000.0,2.63,2.0
2024-01-21 10:00:00,6,4,2.0,3000.0,4.69,2.0
2024-01-21 11:00:00,6,4,2.0,3000.0,2.37,2.0
2024-01-21 12:00:00,6,4,2.0,3000.0,2.13,2.0
2024-01-21 13:00:00,6,4,2.0,3000.0,2.52,2.0
2024-01-21 14:00:00,6,4,2.0,3000.0,2.39,2.0
2024-01-21 15:00:00,6,4,2.0,3000.0,3.38,2.0
2024-01-21 16:00:00,6,4,2.0,3000.0,2.1,2.0
2024-01-21 17:00:00,6,4,2.0,3000.0,2.62,2.0
2024-01-21 18:00:00,6,4,2.0,3000.0,4.39,2.0
2024-01-21 19:00:00,6,4,2.0,3000.0,4.99,2.0
2024-01-21 20:00:00,6,4,2.0,3000.0,3.07,2.0
2024-01-21 21:00:00,6,4,2.0,3000.0,2.1,2.0
2024-01-21 22:00:00,6,4,2.0,3000.0,2.37,2.0
2024-01-21 23:00:00,6,4,2.0,3000.0,2.32,2.0
2024-01-15 00:00:00,7,0,0.0625,1275.0,2.47,2.4
2024-01-15 01:00:00,7,0,0.1083,1330.0,2.87,2.4
2024-01-15 02:00:00,7,0,0.0833,1300.0,2.42,2.4
2024-01-15 03:00:00,7,0,0.125,1350.0,2.81,2.4
2024-01-15 04:00:00,7,0,0.1667,1400.0,2.74,2.4
2024-01-15 05:00:00,7,1,0.2389,1486.67,2.43,2.4
2024-01-15 06:00:00,7,2,0.5347,1841.67,2.76,2.4
2024-01-15 07:00:00,7,3,1.1319,2558.33,6.89,2.4
2024-01-15 08:00:00,7,4,1.2056,2646.67,4.48,2.4
2024-01-15 09:00:00,7,4,1.4653,2958.33,4.36,2.4
2024-01-15 10:00:00,7,4,1.4556,2946.67,4.08,2.4
2024-01-15 11:00:00,7,4,1.4653,2958.33,2.62,2.4
2024-01-15 12:00:00,7,4,1.5264,3031.67,2.69,2.4
2024-01-15 13:00:00,7,4,1.6778,3213.33,3.85,2.4
2024-01-15 14:00:00,7,4,1.6208,3145.0,3.7,2.4
2024-01-15 15:00:00,7,4,1.8917,3470.0,3.76,2.4
2024-01-15 16:00:00,7,4,2.0,3600.0,2.94,2.4
2024-01-15 17:00:00,7,4,2.0,3600.0,4.84,2.4
2024-01-15 18:00:00,7,4,2.0,3600.0,7.78,2.4
2024-01-15 19:00:00,7,4,2.0,3600.0,3.5,2.4
2024-01-15 20:00:00,7,4,2.0,3600.0,8.57,2.4
2024-01-15 21:00:00,7,4,2.0,3600.0,2.5,2.4
2024-01-15 22:00:00,7,4,2.0,3600.0,2.88,2.4
2024-01-15 23:00:00,7,4,2.0,3600.0,2.57,2.4
2024-01-16 00:00:00,7,4,2.0,3600.0,2.66,2.4
2024-01-16 01:00:00,7,4,2.0,3600.0,2.49,2.4
2024-01-16 02:00:00,7,4,2.0,3600.0,2.62,2.4
2024-01-16 03:00:00,7,4,2.0,3600.0,2.44,2.4
2024-01-16 04:00:00,7,4,2.0,3600.0,2.72,2.4
2024-01-16 05:00:00,7,4,2.0,3600.0,2.83,2.4
2024-01-16 06:00:00,7,4,2.0,3600.0,2.43,2.4
2024-01-16 07:00:00,7,4,2.0,3600.0,3.33,2.4
2024-01-16 08:00:00,7,4,2.0,3600.0,3.11,2.4
2024-01-16 09:00:00,7,4,2.0,3600.0,3.77,2.4
2024-01-16 10:00:00,7,4,2.0,3600.0,4.85,2.4
2024-01-16 11:00:00,7,4,2.0,3600.0,2.72,2.4
2024-01-16 12:00:00,7,4,2.0,3600.0,2.75,2.4
2024-01-16 13:00:00,7,4,2.0,3600.0,3.01,2.4
2024-01-16 14:00:00,7,4,2.0,3600.0,3.26,2.4
2024-01-16 15:00:00,7,4,2.0,3600.0,2.69,2.4
2024-01-16 16:00:00,7,4,2.0,3600.0,3.31,2.4
2024-01-16 17:00:00,7,4,2.0,3600.0,5.11,2.4
2024-01-16 18:00:00,7,4,2.0,3600.0,4.1,2.4
2024-01-16 19:00:00,7,4,2.0,3600.0,5.49,2.4
2024-01-16 20:00:00,7,4,2.0,3600.0,6.7,2.4
2024-01-16 21:00:00,7,4,2.0,3600.0,2.58,2.4
2024-01-16 22:00:00,7,4,2.0,3600.0,2.41,2.4
2024-01-16 23:00:00,7,4,2.0,3600.0,2.87,2.4
2024-01-17 00:00:00,7,4,2.0,3600.0,2.73,2.4
2024-01-17 01:00:00,7,4,2.0,3600.0,2.64,2.4
2024-01-17 02:00:00,7,4,2.0,3600.0,2.46,2.4
2024-01-17 03:00:00,7,4,2.0,3600.0,2.42,2.4
2024-01-17 04:00:00,7,4,2.0,3600.0,2.5,2.4
2024-01-17 05:00:00,7,4,2.0,3600.0,2.41,2.4
2024-01-17 06:00:00,7,4,2.0,3600.0,2.84,2.4
2024-01-17 07:00:00,7,4,2.0,3600.0,4.0,2.4
2024-01-17 08:00:00,7,4,2.0,3600.0,4.95,2.4
2024-01-17 09:00:00,7,4,2.0,3600.0,4.02,2.4
2024-01-17 10:00:00,7,4,2.0,3600.0,4.45,2.4
2024-01-17 11:00:00,7,4,2.0,3600.0,2.91,2.4
2024-01-17 12:00:00,7,4,2.0,3600.0,4.53,2.4
2024-01-17 13:00:00,7,4,2.0,3600.0,3.62,2.4
2024-01-17 14:00:00,7,4,2.0,3600.0,4.23,2.4
2024-01-17 15:00:00,7,4,2.0,3600.0,3.5,2.4
2024-01-17 16:00:00,7,4,2.0,3600.0,2.57,2.4
2024-01-17 17:00:00,7,4,2.0,3600.0,2.96,2.4
2024-01-17 18:00:00,7,4,2.0,3600.0,7.62,2.4
2024-01-17 19:00:00,7,4,2.0,3600.0,3.46,2.4
2024-01-17 20:00:00,7,4,2.0,3600.0,3.98,2.4
2024-01-17 21:00:00,7,4,2.0,3600.0,2.57,2.4
2024-01-17 22:00:00,7,4,2.0,3600.0,2.69,2.4
2024-01-17 23:00:00,7,4,2.0,3600.0,2.84,2.4
2024-01-18 00:00:00,7,4,2.0,3600.0,2.54,2.4
2024-01-18 01:00:00,7,4,2.0,3600.0,2.67,2.4
2024-01-18 02:00:00,7,4,2.0,3600.0,2.51,2.4
2024-01-18 03:00:00,7,4,2.0,3600.0,2.43,2.4
2024-01-18 04:00:00,7,4,2.0,3600.0,2.69,2.4
2024-01-18 05:00:00,7,4,2.0,3600.0,2.48,2.4
2024-01-18 06:00:00,7,4,2.0,3600.0,2.49,2.4
2024-01-18 07:00:00,7,4,2.0,3600.0,8.9,2.4
2024-01-18 08:00:00,7,4,2.0,3600.0,6.21,2.4
2024-01-18 09:00:00,7,4,2.0,3600.0,7.27,2.4
2024-01-18 10:00:00,7,4,2.0,3600.0,5.87,2.4
2024-01-18 11:00:00,7,4,2.0,3600.0,4.28,2.4
2024-01-18 12:00:00,7,4,2.0,3600.0,4.74,2.4
2024-01-18 13:00:00,7,4,2.0,3600.0,3.08,2.4
2024-01-18 14:00:00,7,4,2.0,3600.0,3.0,2.4
2024-01-18 15:00:00,7,4,2.0,3600.0,2.44,2.4
2024-01-18 16:00:00,7,4,2.0,3600.0,3.85,2.4
2024-01-18 17:00:00,7,4,2.0,3600.0,8.3,2.4
2024-01-18 18:00:00,7,4,2.0,3600.0,5.87,2.4
2024-01-18 19:00:00,7,4,2.0,3600.0,3.96,2.4
2024-01-18 20:00:00,7,4,2.0,3600.0,5.87,2.4
2024-01-18 21:00:00,7,4,2.0,3600.0,2.69,2.4
2024-01-18 22:00:00,7,4,2.0,3600.0,2.56,2.4
2024-01-18 23:00:00,7,4,2.0,3600.0,2.58,2.4
2024-01-19 00:00:00,7,4,2.0,3600.0,2.73,2.4
2024-01-19 01:00:00,7,4,2.0,3600.0,2.8,2.4
2024-01-19 02:00:00,7,4,2.0,3600.0,2.56,2.4
2024-01-19 03:00:00,7,4,2.0,3600.0,2.63,2.4
2024-01-19 04:00:00,7,4,2.0,3600.0,2.59,2.4
2024-01-19 05:00:00,7,4,2.0,3600.0,2.64,2.4
2024-01-19 06:00:00,7,4,2.0,3600.0,2.57,2.4
2024-01-19 07:00:00,7,4,2.0,3600.0,4.14,2.4
2024-01-19 08:00:00,7,4,2.0,3600.0,2.83,2.4
2024-01-19 09:00:00,7,4,2.0,3600.0,3.42,2.4
2024-01-19 10:00:00,7,4,2.0,3600.0,3.42,2.4
2024-01-19 11:00:00,7,4,2.0,3600.0,2.43,2.4
2024-01-19 12:00:00,7,4,2.0,3600.0,2.55,2.4
2024-01-19 13:00:00,7,4,2.0,3600.0,2.85,2.4
2024-01-19 14:00:00,7,4,2.0,3600.0,2.76,2.4
2024-01-19 15:00:00,7,4,2.0,3600.0,2.78,2.4
2024-01-19 16:00:00,7,4,2.0,3600.0,2.88,2.4
2024-01-19 17:00:00,7,4,2.0,3600.0,2.67,2.4
2024-01-19 18:00:00,7,4,2.0,3600.0,2.8,2.4
2024-01-19 19:00:00,7,4,2.0,3600.0,4.18,2.4
2024-01-19 20:00:00,7,4,2.0,3600.0,3.95,2.4
2024-01-19 21:00:00,7,4,2.0,3600.0,2.7,2.4
2024-01-19 22:00:00,7,4,2.0,3600.0,2.65,2.4
2024-01-19 23:00:00,7,4,2.0,3600.0,2.77,2.4
2024-01-20 00:00:00,7,4,2.0,3600.0,2.73,2.4
2024-01-20 01:00:00,7,4,2.0,3600.0,2.87,2.4
2024-01-20 02:00:00,7,4,2.0,3600.0,2.51,2.4
2024-01-20 03:00:00,7,4,2.0,3600.0,2.55,2.4
2024-01-20 04:00:00,7,4,2.0,3600.0,2.61,2.4
2024-01-20 05:00:00,7,4,2.0,3600.0,2.83,2.4
2024-01-20 06:00:00,7,4,2.0,3600.0,2.65,2.4
2024-01-20 07:00:00,7,4,2.0,3600.0,2.52,2.4
2024-01-20 08:00:00,7,4,2.0,3600.0,2.48,2.4
2024-01-20 09:00:00,7,4,2.0,3600.0,2.8,2.4
2024-01-20 10:00:00,7,4,2.0,3600.0,4.52,2.4
2024-01-20 11:00:00,7,4,2.0,3600.0,2.85,2.4
2024-01-20 12:00:00,7,4,2.0,3600.0,2.48,2.4
2024-01-20 13:00:00,7,4,2.0,3600.0,2.47,2.4
2024-01-20 14:00:00,7,4,2.0,3600.0,2.62,2.4
2024-01-20 15:00:00,7,4,2.0,3600.0,2.63,2.4
2024-01-20 16:00:00,7,4,2.0,3600.0,2.55,2.4
2024-01-20 17:00:00,7,4,2.0,3600.0,4.62,2.4
2024-01-20 18:00:00,7,4,2.0,3600.0,3.24,2.4
2024-01-20 19:00:00,7,4,2.0,3600.0,2.42,2.4
2024-01-20 20:00:00,7,4,2.0,3600.0,2.71,2.4
2024-01-20 21:00:00,7,4,2.0,3600.0,2.61,2.4
2024-01-20 22:00:00,7,4,2.0,3600.0,2.81,2.4
2024-01-20 23:00:00,7,4,2.0,3600.0,2.62,2.4
2024-01-21 00:00:00,7,4,2.0,3600.0,2.74,2.4
2024-01-21 01:00:00,7,4,2.0,3600.0,2.74,2.4
2024-01-21 02:00:00,7,4,2.0,3600.0,2.63,2.4
2024-01-21 03:00:00,7,4,2.0,3600.0,2.67,2.4
2024-01-21 04:00:00,7,4,2.0,3600.0,2.66,2.4
2024-01-21 05:00:00,7,4,2.0,3600.0,2.57,2.4
2024-01-21 06:00:00,7,4,2.0,3600.0,2.41,2.4
2024-01-21 07:00:00,7,4,2.0,3600.0,6.64,2.4
2024-01-21 08:00:00,7,4,2.0,3600.0,5.9,2.4
2024-01-21 09:00:00,7,4,2.0,3600.0,3.72,2.4
2024-01-21 10:00:00,7,4,2.0,3600.0,6.31,2.4
2024-01-21 11:00:00,7,4,2.0,3600.0,2.43,2.4
2024-01-21 12:00:00,7,4,2.0,3600.0,2.85,2.4
2024-01-21 13:00:00,7,4,2.0,3600.0,3.89,2.4
2024-01-21 14:00:00,7,4,2.0,3600.0,2.8,2.4
2024-01-21 15:00:00,7,4,2.0,3600.0,4.03,2.4
2024-01-21 16:00:00,7,4,2.0,3600.0,2.6,2.4
2024-01-21 17:00:00,7,4,2.0,3600.0,4.45,2.4
2024-01-21 18:00:00,7,4,2.0,3600.0,4.86,2.4
2024-01-21 19:00:00,7,4,2.0,3600.0,6.39,2.4
2024-01-21 20:00:00,7,4,2.0,3600.0,2.99,2.4
2024-01-21 21:00:00,7,4,2.0,3600.0,2.66,2.4
2024-01-21 22:00:00,7,4,2.0,3600.0,2.77,2.4
2024-01-21 23:00:00,7,4,2.0,3600.0,2.69,2.4
2024-01-15 00:00:00,8,0,0.0358,2071.67,4.33,4.0
2024-01-15 01:00:00,8,0,0.0683,2136.67,4.04,4.0
2024-01-15 02:00:00,8,0,0.0792,2158.33,4.4,4.0
2024-01-15 03:00:00,8,0,0.1,2200.0,4.67,4.0
2024-01-15 04:00:00,8,0,0.1525,2305.0,4.31,4.0
2024-01-15 05:00:00,8,0,0.1625,2325.0,4.55,4.0
2024-01-15 06:00:00,8,1,0.2108,2421.67,4.3,4.0
2024-01-15 07:00:00,8,2,0.5042,3008.33,11.13,4.0
2024-01-15 08:00:00,8,1,0.3825,2765.0,7.75,4.0
2024-01-15 09:00:00,8,1,0.2775,2555.0,5.88,4.0
2024-01-15 10:00:00,8,2,0.5042,3008.33,4.86,4.0
2024-01-15 11:00:00,8,2,0.51,3020.0,4.16,4.0
2024-01-15 12:00:00,8,2,0.5933,3186.67,4.01,4.0
2024-01-15 13:00:00,8,2,0.685,3370.0,5.33,4.0
2024-01-15 14:00:00,8,2,0.7242,3448.33,4.95,4.0
2024-01-15 15:00:00,8,3,0.835,3670.0,5.91,4.0
2024-01-15 16:00:00,8,3,0.9425,3885.0,5.77,4.0
2024-01-15 17:00:00,8,3,1.04,4080.0,12.97,4.0
2024-01-15 18:00:00,8,4,1.4042,4808.33,13.6,4.0
2024-01-15 19:00:00,8,4,1.4367,4873.33,6.58,4.0
2024-01-15 20:00:00,8,4,1.6067,5213.33,9.18,4.0
2024-01-15 21:00:00,8,4,1.6542,5308.33,4.06,4.0
2024-01-15 22:00:00,8,4,1.635,5270.0,4.45,4.0
2024-01-15 23:00:00,8,4,1.68,5360.0,4.19,4.0
2024-01-16 00:00:00,8,4,1.6875,5375.0,4.41,4.0
2024-01-16 01:00:00,8,4,1.7358,5471.67,4.09,4.0
2024-01-16 02:00:00,8,4,1.77,5540.0,4.51,4.0
2024-01-16 03:00:00,8,4,1.7933,5586.67,4.7,4.0
2024-01-16 04:00:00,8,4,1.8192,5638.33,4.6,4.0
2024-01-16 05:00:00,8,4,1.8033,5606.67,4.3,4.0
2024-01-16 06:00:00,8,4,1.8533,5706.67,4.4,4.0
2024-01-16 07:00:00,8,4,1.7683,5536.67,7.24,4.0
2024-01-16 08:00:00,8,4,1.8242,5648.33,5.26,4.0
2024-01-16 09:00:00,8,4,1.885,5770.0,6.26,4.0
2024-01-16 10:00:00,8,4,2.0,6000.0,9.04,4.0
2024-01-16 11:00:00,8,4,2.0,6000.0,4.21,4.0
2024-01-16 12:00:00,8,4,2.0,6000.0,4.3,4.0
2024-01-16 13:00:00,8,4,2.0,6000.0,7.11,4.0
2024-01-16 14:00:00,8,4,2.0,6000.0,6.27,4.0
2024-01-16 15:00:00,8,4,2.0,6000.0,4.4,4.0
2024-01-16 16:00:00,8,4,2.0,6000.0,5.71,4.0
2024-01-16 17:00:00,8,4,2.0,6000.0,8.74,4.0
2024-01-16 18:00:00,8,4,2.0,6000.0,5.87,4.0
2024-01-16 19:00:00,8,4,2.0,6000.0,12.84,4.0
2024-01-16 20:00:00,8,4,2.0,6000.0,9.7,4.0
2024-01-16 21:00:00,8,4,2.0,6000.0,4.47,4.0
2024-01-16 22:00:00,8,4,2.0,6000.0,4.55,4.0
2024-01-16 23:00:00,8,4,2.0,6000.0,4.02,4.0
2024-01-17 00:00:00,8,4,2.0,6000.0,4.57,4.0
2024-01-17 01:00:00,8,4,2.0,6000.0,4.12,4.0
2024-01-17 02:00:00,8,4,2.0,6000.0,4.2,4.0
2024-01-17 03:00:00,8,4,2.0,6000.0,4.57,4.0
2024-01-17 04:00:00,8,4,2.0,6000.0,4.12,4.0
2024-01-17 05:00:00,8,4,2.0,6000.0,4.23,4.0
2024-01-17 06:00:00,8,4,2.0,6000.0,4.63,4.0
2024-01-17 07:00:00,8,4,2.0,6000.0,4.86,4.0
2024-01-17 08:00:00,8,4,2.0,6000.0,14.93,4.0
2024-01-17 09:00:00,8,4,2.0,6000.0,4.95,4.0
2024-01-17 10:00:00,8,4,2.0,6000.0,5.25,4.0
2024-01-17 11:00:00,8,4,2.0,6000.0,5.03,4.0
2024-01-17 12:00:00,8,4,2.0,6000.0,5.44,4.0
2024-01-17 13:00:00,8,4,2.0,6000.0,7.21,4.0
2024-01-17 14:00:00,8,4,2.0,6000.0,7.61,4.0
2024-01-17 15:00:00,8,4,2.0,6000.0,4.89,4.0
2024-01-17 16:00:00,8,4,2.0,6000.0,4.07,4.0
2024-01-17 17:00:00,8,4,2.0,6000.0,6.68,4.0
2024-01-17 18:00:00,8,4,2.0,6000.0,8.89,4.0
2024-01-17 19:00:00,8,4,2.0,6000.0,5.18,4.0
2024-01-17 20:00:00,8,4,2.0,6000.0,6.14,4.0
2024-01-17 21:00:00,8,4,2.0,6000.0,4.28,4.0
2024-01-17 22:00:00,8,4,2.0,6000.0,4.6,4.0
2024-01-17 23:00:00,8,4,2.0,6000.0,4.13,4.0
2024-01-18 00:00:00,8,4,2.0,6000.0,4.49,4.0
2024-01-18 01:00:00,8,4,2.0,6000.0,4.1,4.0
2024-01-18 02:00:00,8,4,2.0,6000.0,4.26,4.0
2024-01-18 03:00:00,8,4,2.0,6000.0,4.11,4.0
2024-01-18 04:00:00,8,4,2.0,6000.0,4.27,4.0
2024-01-18 05:00:00,8,4,2.0,6000.0,4.39,4.0
2024-01-18 06:00:00,8,4,2.0,6000.0,4.61,4.0
2024-01-18 07:00:00,8,4,2.0,6000.0,8.99,4.0
2024-01-18 08:00:00,8,4,2.0,6000.0,8.47,4.0
2024-01-18 09:00:00,8,4,2.0,6000.0,8.8,4.0
2024-01-18 10:00:00,8,4,2.0,6000.0,9.68,4.0
2024-01-18 11:00:00,8,4,2.0,6000.0,5.37,4.0
2024-01-18 12:00:00,8,4,2.0,6000.0,6.48,4.0
2024-01-18 13:00:00,8,4,2.0,6000.0,6.04,4.0
2024-01-18 14:00:00,8,4,2.0,6000.0,5.16,4.0
2024-01-18 15:00:00,8,4,2.0,6000.0,4.49,4.0
2024-01-18 16:00:00,8,4,2.0,6000.0,5.61,4.0
2024-01-18 17:00:00,8,4,2.0,6000.0,10.69,4.0
2024-01-18 18:00:00,8,4,2.0,6000.0,9.41,4.0
2024-01-18 19:00:00,8,4,2.0,6000.0,5.69,4.0
2024-01-18 20:00:00,8,4,2.0,6000.0,8.67,4.0
2024-01-18 21:00:00,8,4,2.0,6000.0,4.8,4.0
2024-01-18 22:00:00,8,4,2.0,6000.0,4.33,4.0
2024-01-18 23:00:00,8,4,2.0,6000.0,4.2,4.0
2024-01-19 00:00:00,8,4,2.0,6000.0,4.26,4.0
2024-01-19 01:00:00,8,4,2.0,6000.0,4.36,4.0
2024-01-19 02:00:00,8,4,2.0,6000.0,4.46,4.0
2024-01-19 03:00:00,8,4,2.0,6000.0,4.17,4.0
2024-01-19 04:00:00,8,4,2.0,6000.0,4.28,4.0
2024-01-19 05:00:00,8,4,2.0,6000.0,4.44,4.0
2024-01-19 06:00:00,8,4,2.0,6000.0,4.61,4.0
2024-01-19 07:00:00,8,4,2.0,6000.0,4.86,4.0
2024-01-19 08:00:00,8,4,2.0,6000.0,4.15,4.0
2024-01-19 09:00:00,8,4,2.0,6000.0,6.23,4.0
2024-01-19 10:00:00,8,4,2.0,6000.0,5.7,4.0
2024-01-19 11:00:00,8,4,2.0,6000.0,4.29,4.0
2024-01-19 12:00:00,8,4,2.0,6000.0,4.64,4.0
2024-01-19 13:00:00,8,4,2.0,6000.0,4.02,4.0
2024-01-19 14:00:00,8,4,2.0,6000.0,4.02,4.0
2024-01-19 15:00:00,8,4,2.0,6000.0,4.05,4.0
2024-01-19 16:00:00,8,4,2.0,6000.0,4.26,4.0
2024-01-19 17:00:00,8,4,2.0,6000.0,4.01,4.0
2024-01-19 18:00:00,8,4,2.0,6000.0,4.07,4.0
2024-01-19 19:00:00,8,4,2.0,6000.0,7.74,4.0
2024-01-19 20:00:00,8,4,2.0,6000.0,5.31,4.0
2024-01-19 21:00:00,8,4,2.0,6000.0,4.25,4.0
2024-01-19 22:00:00,8,4,2.0,6000.0,4.18,4.0
2024-01-19 23:00:00,8,4,2.0,6000.0,4.11,4.0
2024-01-20 00:00:00,8,4,2.0,6000.0,4.3,4.0
2024-01-20 01:00:00,8,4,2.0,6000.0,4.11,4.0
2024-01-20 02:00:00,8,4,2.0,6000.0,4.48,4.0
2024-01-20 03:00:00,8,4,2.0,6000.0,4.28,4.0
2024-01-20 04:00:00,8,4,2.0,6000.0,4.01,4.0
2024-01-20 05:00:00,8,4,2.0,6000.0,4.7,4.0
2024-01-20 06:00:00,8,4,2.0,6000.0,4.02,4.0
2024-01-20 07:00:00,8,4,2.0,6000.0,4.69,4.0
2024-01-20 08:00:00,8,4,2.0,6000.0,4.78,4.0
2024-01-20 09:00:00,8,4,2.0,6000.0,4.4,4.0
2024-01-20 10:00:00,8,4,2.0,6000.0,5.57,4.0
2024-01-20 11:00:00,8,4,2.0,6000.0,4.68,4.0
2024-01-20 12:00:00,8,4,2.0,6000.0,4.04,4.0
2024-01-20 13:00:00,8,4,2.0,6000.0,4.75,4.0
2024-01-20 14:00:00,8,4,2.0,6000.0,4.36,4.0
